text
재밌긴개뿔 주인공 ㅈㄴ답답하고 개연성도 없고 뭔
세상 모든 간지를 다 때려박은 영화
1212번봐도존잼;미친영화
""
평식이 7점 ㅋ ㅋ ㅋ ㅋ 꼭봐라
영화 줄거리가 재밌어요
개꿀잼완전개꿀잼임ㄹㅇ
끝내주는 OST와 뛰어난 영상미!
와 늦게 봣는데.... 평론레기들이 8점 이상 준거면 진짜 미친거다..재미는 모르겠지만.. 여튼 웰메이드 필름
"코믹스와 카툰과 망가의 통섭 개그 액션, 스토리뿐만 아니라 표현으로도 차원을 넘나든다. 다양성을 품은 소년의 성장 서사가 심지어 쿨해!"
그래픽 연출 스토리등 뭐하나 빠지는게없고  등장인물도다 특징이크게 나타난다 명작중에 명작
소니에서 만든 최고의 애니메이션
완전 진짜 댕꿀잼 영화다. 진짜 추천!!!!
완벽. 굿굿
"최고! 픽사와는 또다른 화끈한 영상미에 탄탄한 스토리, 감각적 ost , 모든 면에서 완벽한 애니"
소니는 일본이니까 당연 에니메이션이~ 그러나 미국식 연출 기법으로 잘 만들었다.
이걸 이제 보다니 ㅠㅠ 죽이네요
소니는 앞으로 애니메이션만 만들자
보다끔 평점너무고평가됨
영상미랑 ost 너무 좋은데? 엄청 재밌음 그리고 삿대질은 누가 먼저한거야?
100년에 한번 나올까 말까 한 띵작임 미쳤음
너무지루하고졸렸어요 대여료 아깝
친구가 재미있다 재미있다 했는데도 미루다가 지금 보는데 세상 너무 재미있어서 깜짝 놀랐습니다. 영상미도 아주 훌륭하고 나오는 노래들도 너무 취저에 스파이더맨 유니폼도 진짜 개성있고 넘 취향저격..ㅜㅜ 안보신분들 언능 보세요 진짜 후회 안합니다. 킬링 타임으로 볼려다가 집중 빡 해서 보게 되는 명작명작...
진짜 최고임 아직 안봤다면 주저없이 오늘 저녁에 보시길..
"여러번 봤는데 볼때마다 점점 재밌어짐스토리,영상미,OST 다 좋음애니메이션 중에 제일 재밌게 봤음"
""
"애니메이션의 카툰화~""신난다~"""
영화보다훨재밌슴지루하지않음
애니싫어하는분들에게도 존잼일듯그어떤 스파이더맨보다 더 재밌었고 최고였음
멀티버스를 활용하여 시대 반영까지 한 세련되고 영리한 스파이더맨
""
말이 필요없다 의심하지마.
롤러코스터의 속도감에도 장면 하나하나가 잊혀지지 않을 정도로 강렬하다. 장점과 단점이 분명한 게 애니메이션의 매력이라 가벼운 마음으로 보고 만족스러웠다.
""
절대 보지마세요. 스토리도 막장이고 연출도 정신없고 눈만 아프고 화려하긴 한데 ㄴㅈ임 0.001점 준다
애니메이션 영화로 나와도 굉장히 재미있는 스파이더맨 영화입니다.
연출이 특이하고 재밌음
모든걸 다 잡은 애니메이션 영화. 최고.
개잼ㅋㅋ도랏음 10자10자
만화책 컬러 코믹스를 영상 으로 보는 느낌  대박임
"뻔한 스파이더-맨과는 다르다. 처음부터 쉴새없이 밀어 부친다. 색감, 연출이 참 좋다. 다양한 스파이더-맨들을 볼 수 있어서 더 좋았다."
후속편이 간절하게 기다려지는게 얼마만이냐
스파이더맨 뉴 유니버스 진짜 재밌다
그래... PC요소를 집어넣을거면 이렇게 하란 말이야...
""
스파이더맨이 이렇게 재밌을 줄이야...
""
보는 내내 토할뻔 너무 정신없다..
10점으론 부족한 영화
돈주고 볼만함 아니 극장에서 못봐줘서 미안해여
""
Ost도 좋고 스토리도 좋음 괜히 마블이 아니라구...
디즈니 픽사영화같은 느낌은 정말 안나고 재미있다.
진짜안보면 후회  이게 스파이더맨이지
"연출과 음악이 너무 좋아요. 근데 마일스 모랄레스 퓌웅신 새끼, 왠 쪽바리 스파이더맨? 뭔 2/3를 달라붙지마 달라붙지마 이OO만 하다가 끝나냐. 퓌웅신 깜댕이 새꺄"
마블 못지 않다. 여태 보지 못한 애니매이션. 애니보고 감동 먹는 나는 아직 꼰대랑 거리가 멀다 퓨어하다
스파이더맨 재미없다고 생각했었는데완전 바뀜 이게 진짜 스파이더맨
내용이 너무 재밌었어요. 스파이더맨을 대표할 영화. 그리고 제가 자막판이랑 더빙을 둘다 봤는데 더빙판이 너무 잘되어 있네요ㅋㅋㅋ성우분들이 캐릭터를 너무 잘 표현해주셨네요! 더빙판 강추입니다!
걍 미침... 꼭보셈....
스파이더맨 영상화 중 최고!
쌓아온 업적과 새로운 도전이 합쳐지니 이전에 없던 걸작이!
이거 1점주는 애들은 평생 신과함께나 봐야됨 딱 그 수준
마일즈 모랄레스가 새로운 스파이더맨이 됐다.
""
음악 아트웍 연출 캐릭터들의 매력 뭐하나 빠짐없이 좋다.
시간 때우기용 무난한 애니매이션
소니가 이를 갈고 만든 영화
영화의 질이 너무 좋아 어지러움을 같이 느낄수 있었다.
꼬맹이 각성까지 너무 오래 걸렸지만 볼만했다. 엔딩크레딧에 스파이더맨 2099 등장해서 그런지 후편이 더 기대된다
인종차별을 가장 싫어하는데 흑인꼬맹이가 스파이더맨?
