"POI ID","대명칭","중명칭","소명칭","중앙좌표X1","중앙좌표Y1","WSG84X좌표","WSG84Y좌표","등록일자","수정일자"
"102423","우성스포츠센터","민간개방화장실","","192026.07732800000","443662.90390100000","126.90983237468618","37.49238614627172","20100712","20100712"
"102424","프레곤빌딩","민간개방화장실","","191560.44891100000","442968.69919600000","126.90457509912622","37.48612718078578","20100712","20100712"
"102425","하림빌딩","민간개방화장실","","201472.04274500000","443869.79650900000","127.01664600669827","37.49428349959237","20100712","20100712"
"102426","크레신타워","민간개방화장실","","201633.54044100000","446523.71657600000","127.01847813152571","37.518195183969375","20100712","20100712"
"102483","한주실업빌딩","민간개방화장실","","195045.52097900000","446004.02409500000","126.94395989534347","37.513500887007005","20100712","20100712"
"102484","백광빌딩","민간개방화장실","무","195528.25496300000","442509.78415600000","126.94944132673054","37.48202003578588","20100712","20100712"
"102485","서원빌딩","민간개방화장실","","195228.98017900000","442534.51353200000","126.94605749195469","37.48224135319379","20100712","20100712"
"102434","SC한보건설/귀족","개방","","210662.44569700000","447613.63600100000","127.12062615601779","37.527955229634735","20100712","20100712"
"102435","브라운스톤천호","개방","","210943.46845000000","448733.15001800000","127.12382208485906","37.53803874941219","20100712","20100712"
"102436","동우빌딩","개방","","212247.11814700000","448403.28307400000","127.13856695580252","37.53505026778164","20100712","20100712"
"102437","중부빌딩","개방","","212173.40384300000","448361.68886500000","127.13773224672887","37.534676480372305","20100712","20100712"
"102438","일동빌딩","개방","","211160.03225800000","448753.76918600000","127.12627274769703","37.53822193303926","20100712","20100712"
"102439","24시목포독천낙지","개방","","211174.57629000000","449638.18800300000","127.12645076662243","37.54619034813657","20100712","20100712"
"102440","태성프라자","개방","무","211291.39424200000","450243.53555500000","127.12778197832402","37.55164308479295","20100712","20100712"
"102441","삼정빌딩","개방","","211239.87821000000","450070.38505900000","127.12719633394077","37.55008363501574","20100712","20100712"
"102442","동성빌딩","개방","","215262.16483800000","450096.42797100000","127.17271500776569","37.550260473610805","20100712","20100712"
"102477","흰돌교회","민간개방화장실","","191401.50935900000","443511.85631700000","126.9027716500649","37.49101959700149","20100712","20100712"
"102478","행진빌딩","민간개방화장실","","194102.71467400000","446597.05635200000","126.93329106469297","37.518838584805266","20100712","20100712"
"102479","한경빌딩","민간개방화장실","","191102.16343900000","444151.54982200000","126.89937903678832","37.496780437561746","20100712","20100712"
"102480","송림빌딩","민간개방화장실","","191096.15732700000","444839.62732600000","126.89930279195956","37.502979990680565","20100712","20100712"
"102494","동화빌딩","개방","","197612.33426100000","451450.46291600000","126.97297540786496","37.562583518437265","20100712","20100712"
"102495","선일빌딩","개방","","199693.27509500000","451119.91795600000","126.99652849819151","37.55960836086665","20100712","20100712"
"102496","대한극장","개방","","199591.33864700000","451290.24989200000","126.99537469015158","37.56114300675106","20100712","20100712"
"102497","신아빌딩","개방","","197619.07134900000","451710.60966900000","126.97305081670383","37.56492744841905","20100712","20100712"
"102498","신영빌딩","개방","","201906.47180100000","451757.70909300000","127.02157903823556","37.565352916084045","20100712","20100712"
"102521","미래프라자개방화장실","개방","무","193299.01051300000","450799.87210000000","126.92416138698059","37.55670045154594","20100712","20100712"
"102427","논현빌딩","민간개방화장실","","201798.16786500000","445774.57542300000","127.02033851686022","37.51144508767943","20100712","20100712"
"102428","머리재빌딩","민간개방화장실","","199851.27983100000","442406.31810800000","126.99831855298247","37.481098602769315","20100712","20100712"
"102429","동국한방병원","민간개방화장실","","199323.54123900000","443424.72914900000","126.99235094545794","37.49027433527269","20100712","20100712"
"102430","예스씨제일은행","개방","","204231.77653900000","441640.15289100000","127.04784053475281","37.47418570827297","20100712","20100712"
"102431","미켈란107빌딩","개방","","205343.38764400000","446158.94230300000","127.06044017296423","37.51489453645569","20100712","20100712"
"102432","명품","개방","","211059.47849800000","443775.63314900000","127.12506014119563","37.49337006092684","20100712","20100712"
"102433","대우유토피아","개방","","209513.98876800000","446224.90620700000","127.10761550673489","37.515455313028795","20100712","20100712"
"102522","마포원조개방화장실","개방","무","194857.85397100000","449038.25161800000","126.94181596529987","37.540838296491934","20100712","20100712"
"102523","입석빌딩개방화장실","개방","무","192542.39764800000","451331.95610000000","126.91559300262541","37.5614886970528","20100712","20100712"
"102524","청기와예식장개방화장실","개방","무","192803.88939300000","450842.10182800000","126.91855743245657","37.55707720772586","20100712","20100712"
"102443","롯데리아","개방","","212707.97142700000","450397.47325100000","127.14381566120896","37.55301161919374","20100712","20100712"
"102444","아시아선수촌 B동상가","개방","","206798.99446200000","445460.99692700000","127.07689838147917","37.508596451580026","20100712","20100712"
"102445","보림빌딩","개방","","198754.82744600000","451636.23114100000","126.9859063042395","37.56425953520439","20100712","20100712"
"102446","보승빌딩","개방","","198832.74207000000","451815.48464500000","126.9867879088086","37.56587470435472","20100712","20100712"
"102447","삼구상사(주)","개방","","198304.16031000000","451591.29866000000","126.98080545627715","37.563853976106095","20100712","20100712"
"102503","한국교육학술정보관","개방","","200411.11599200000","451631.78406900000","127.00465328332467","37.56422021676201","20100712","20100712"
"102504","안말어린이공원 공영주차장","공중","","211483.57129800000","447984.41427300000","127.12992147001792","37.53128608578535","20100712","20100712"
"102481","KTF센터","민간개방화장실","","194798.79777800000","445980.49849500000","126.94116937728829","37.51328756352046","20100712","20100712"
"102482","이데아빌딩","민간개방화장실","","194895.84539500000","445978.92924700000","126.94226708998326","37.513273966165585","20100712","20100712"
"102509","도봉소방서 삼각산 파출소","공공청사","무","201375.52268100000","457811.36836200000","127.01558068036842","37.619896842634205","20100712","20100712"
"102518","세이브마트개방화장실","개방","무","192724.13412900000","454127.98039100000","126.91762219426747","37.58668215685881","20100712","20100712"
"102519","서울병원개방화장실","개방","무","193886.80747400000","456581.77149700000","126.93076556246416","37.608799034818404","20100712","20100712"
"102520","세광교회개방화장실","개방","유","192321.34494400000","457234.10989800000","126.91302922343215","37.61466479256961","20100712","20100712"
"102538","영신상가","민간개방화장실","무","191764.83662400000","446717.71296000000","126.90684412257389","37.519907806324404","20100712","20100712"
"102539","오사빌딩","민간개방화장실","","198364.95528600000","442387.87199600000","126.98151404128853","37.48093096747085","20100712","20100712"
"102491","대흥빌딩","개방","","198705.62463000000","451632.23491700000","126.98534940092775","37.564223461580895","20100712","20100712"
"102493","동원빌딩","개방","","201460.70287300000","451644.31107700000","127.01653322806412","37.56433201870572","20100712","20100712"
"102551","삼성생명대치타워","개방","","204736.52297200000","445122.82041400000","127.0535691308521","37.50556234809761","20100712","20100712"
"102552","성원개발","개방","","205417.85612400000","445272.20803100000","127.06127596936894","37.506904591683366","20100712","20100712"
"102487","동도상가","개방","","203344.56085800000","447643.80070500000","127.03783778733563","37.52828255489711","20100712","20100712"
"102488","동서상가","개방","","203436.06524300000","447613.42240100000","127.03887285526778","37.528008509687865","20100712","20100712"
"102543","야구회관","개","","202888.56940200000","443213.52063700000","127.03266165526172","37.488367063104704","20100712","20100712"
"102544","성담빌딩","개방","","204489.02854000000","445146.37699000000","127.05077016291712","37.505775830204655","20100712","20100712"
"102500","중구청소년수련관","개방","유","201102.35378400000","450271.23478700000","127.01247512689223","37.55196113795373","20100712","20100712"
"102502","케이티중앙지사","개방","","198467.81455000000","451370.93155600000","126.98265825452533","37.56186876289762","20100712","20100712"
"102392","GS휘경주유소화장실","개방","무","205930.58166100000","454628.96995900000","127.06715048007636","37.591205679370866","20100712","20100712"
"102393","팔팔주유소화장실","개방","무","197058.26763700000","443097.88393300000","126.96673768213225","37.4873249996332","20100712","20100712"
"102394","남성주유소화장실","개방","무","198405.40882200000","443255.60969300000","126.98196953367963","37.488749427675735","20100712","20100712"
"102413","길동해뜨는주유소화장실","개방","무","212919.38352300000","448517.15219400000","127.14617511474927","37.53606705630191","20100712","20100712"
"102414","길동주유소화장실","개방","무","212478.43443500000","448230.70601700000","127.141181187673","37.533492251835995","20100712","20100712"
"102534","화성빌딩","민간개방화장실","","191055.28587100000","439781.95061700000","126.89890197384187","37.45740953680849","20100712","20100712"
"102535","강강술래","민간개방화장실","","191278.96305500000","439046.15861700000","126.90143879138844","37.450782099687316","20100712","20100712"
"102537","김안과병원","민간개방화장실","","191291.72167900000","446711.36156800000","126.90149234529358","37.51984623783488","20100712","20100712"
"102546","약사신용조합","민간개방화장실","","196431.94901200000","442167.37036400000","126.95966037473009","37.47893878744011","20100712","20100712"
"102547","도시의빛2","개방","","202531.26524200000","443941.23346900000","127.02862404527946","37.4949248565964","20100712","20100712"
"102548","대원빌딩","개방","","202256.83525700000","444661.33567800000","127.02552294545549","37.50141373413085","20100712","20100712"
"102549","프레스티지빌딩","개방","","202687.03685800000","443939.33167700000","127.03038553419249","37.49490728139182","20100712","20100712"
"102499","종이나라","개방","","200535.90040800000","451131.84701200000","127.00606531088401","37.559715736547226","20100712","20100712"
"102473","세영정형외과","민간개방화장실","","191536.66606300000","442252.25807600000","126.90431442228291","37.47967177520407","20100712","20100712"
"102474","관악농협","민간개방화장실","무","191399.63691100000","442225.26454000000","126.90276550203846","37.47942729652184","20100712","20100712"
"102475","예가람상호은행","민간개방화장실","","190098.02599800000","447048.88393600000","126.88798478912825","37.52287528447542","20100712","20100712"
"102476","삼환상가제중한의원","민간개방화장실","","190012.21281400000","447064.79065600000","126.88701382061672","37.52301767949333","20100712","20100712"
"102532","협진축산물도매시장","민간개방화장실","","190824.64356700000","440776.51020200000","126.89628275616171","37.46636836401686","20100712","20100712"
"102533","노보텔","민간개방화장실","유","191013.65614300000","440916.93708300000","126.8984176189539","37.46763547986176","20100712","20100712"
"102368","연대앞공중화장실","공중","유","194198.10574600000","451173.61421200000","126.9343339577044","37.560073952677186","20100712","20100712"
"102369","홍제3공중화장실","공중","유","195384.19790700000","454998.63709600000","126.94773410153684","37.594543879500485","20100712","20100712"
"102370","만리공중화장실","공중","무","196664.18181200000","450267.34483500000","126.96224920473297","37.55192071382412","20100712","20100712"
"102506","둔촌2동주민센터","공공기관","","212549.53280300000","448217.99107300000","127.14198537619646","37.53337672602625","20100712","20100712"
"102507","고덕소방관피출소","공공기관","무","213432.50013200000","450866.74714000000","127.15202368996171","37.55722947955758","20100712","20100712"
"102406","정릉1호공중화장실","공중","무","200500.71112800000","457685.05060200000","127.0056715177044","37.6187596272543","20100712","20100712"
"102410","새내쉼터화장실","공중","유","209516.94265600000","445854.12591900000","127.10764412075709","37.51211454320157","20100712","20100712"
"102411","오금공원테니스장화장실","공중","유","211847.68051400000","444624.53379000000","127.13398674122641","37.50100891914838","20100712","20100712"
"102412","개롱공원관리동화장실","공중","무","211502.81309000000","443783.50831700000","127.13007346251203","37.49343560334604","20100712","20100712"
"102448","삼선빌딩","개방","","197976.80235700000","450874.34054800000","126.97710219735032","37.5573935460615","20100712","20100712"
"102449","전국은행연합회","개방","","198719.08930200000","451729.39155700000","126.98550163336465","37.565098858035334","20100712","20100712"
"102489","그랜드프라자","개방","","210598.05971300000","445898.36838300000","127.11987302086116","37.512501392033","20100712","20100712"
"102490","홍진빌딩","개방","","212498.59670700000","444663.13481400000","127.14134866075018","37.501348136981946","20100712","20100712"
"102562","대한생명빌딩","개방","","197837.70274100000","450897.87725200000","126.97552785011635","37.557605295316684","20100712","20100712"
"102465","강북종합시장개방화장실","개방","무","202265.94482500000","460278.49521300000","127.02567422441435","37.642123547202466","20100712","20100712"
"102529","은혜교회","민간개방화장실","","187172.82932300000","445283.38559900000","126.8549246403511","37.50693210801348","20100712","20100712"
"102531","성신고려의원","민간개방화장실","","190634.51780700000","440816.60041000000","126.89413308895567","37.46672767482153","20100712","20100712"
"102407","공릉동공중화장실","공중","무","207677.49516600000","457923.54522600000","127.08696487385482","37.62087652539486","20100712","20100712"
"102408","벽운공중화장실","공중","유","205047.30962800000","464519.84843300000","127.05721771214331","37.68032626712474","20100712","20100712"
"102466","동북쇼핑개방화장실","개방","무","201655.02911300000","457845.34845800000","127.01874675387906","37.62020253862566","20100712","20100712"
"102467","적암빌딩개방화장실","개방","유","194695.56763400000","450697.48141200000","126.93996768756286","37.555787008704606","20100712","20100712"
"102540","오송빌딩","민간개방화장실","무","198415.38184600000","443318.59490900000","126.98208216575847","37.48931694651459","20100712","20100712"
"102541","태농빌딩","민간개방화장실","유","198363.08677400000","442604.73199600000","126.98149243379609","37.48288489194476","20100712","20100712"
"102542","청화병원","민간개방화장실","","194717.30565000000","445311.29724700000","126.94025242924384","37.50725757039042","20100712","20100712"
"102419","대우메트로빌개방화장실","개방","유","195839.85051500000","449322.60288200000","126.95292576615337","37.54340525162733","20100712","20100712"
"102420","마포창업복지관개방화장실","개방","유","190280.77611000000","452757.49930200000","126.88997655571842","37.57431168192984","20100712","20100712"
"102421","중앙하이츠상가","민간개방화장실","","195575.39089900000","444438.19772600000","126.94996266829222","37.49939540778417","20100712","20100712"
"102422","광진빌딩","민간개방화장실","유","190168.00567800000","443936.60959700000","126.88881802538826","37.49483434527686","20100712","20100712"
"102396","21세기주유소화장실","개방","무","191645.17368000000","443084.40079700000","126.905531757132","37.48717043008348","20100712","20100712"
"102397","동아주유소화장실","개방","무","193746.83070600000","450892.75034000000","126.92922880791392","37.557540428025504","20100712","20100712"
"102398","망원동주유소화장실","개방","무","191806.97163200000","451027.17482000000","126.90727268093032","37.55873638651274","20100712","20100712"
"102469","동양한강트레빌개방화장실","개방","유","192475.31652800000","450005.20912300000","126.91484736568893","37.5495342061664","20100712","20100712"
"102470","성지빌딩개방화장실","개방","무","195254.58168300000","449096.10979400000","126.94630461396798","37.54136172482674","20100712","20100712"
"102471","DMC산학연구개방화장실","개방","유","190337.84535800000","452945.39235800000","126.89062011317178","37.57600518551066","20100712","20100712"
"102472","동성빌딩","민간개방화장실","무","191390.85534300000","440569.90751400000","126.90268555736476","37.46451229720237","20100712","20100712"
"102525","택민빌딩","민간개방화장실","","188211.24724400000","450035.91094700000","126.86659288361739","37.54976617027583","20100712","20100712"
"102526","등촌빌딩","민간개방화장실","무","187858.50855600000","449521.29241900000","126.86260964602448","37.54512489910262","20100712","20100712"
"102527","(주)새서울개발주차장","민간개방화장실","무","184846.33658500000","448161.22176100000","126.8285527792374","37.53282613798407","20100712","20100712"
"102384","중계주유소화장실","개방","무","205172.03071600000","461706.62987000000","127.05861164878033","37.65497903616423","20100712","20100712"
"102385","하계삼호주유소화장실","개방","무","206382.68406100000","459332.78122800000","127.07231054168611","37.6335834411509","20100712","20100712"
