일시,평균,평년,서울,부산,대구,광주,대전,year,month,day
2021-06-10,53720,39999,55000,52000,52300,54300,55000,2021,6,10
2021-06-11,53720,40025,55000,52000,52300,54300,55000,2021,6,11
2021-06-14,51720,40326,55000,51000,50300,52300,50000,2021,6,14
2021-06-15,51520,40269,55000,51000,50300,51300,50000,2021,6,15
2021-06-16,51520,40190,55000,51000,50300,51300,50000,2021,6,16
2021-06-17,51520,40139,55000,51000,50300,51300,50000,2021,6,17
2021-06-18,51520,40033,55000,51000,50300,51300,50000,2021,6,18
2021-06-21,51520,39511,55000,51000,50300,51300,50000,2021,6,21
2021-06-22,51520,39252,55000,51000,50300,51300,50000,2021,6,22
2021-06-23,51520,39243,55000,51000,50300,51300,50000,2021,6,23
2021-06-24,51520,39017,55000,51000,50300,51300,50000,2021,6,24
2021-06-25,51520,38749,55000,51000,50300,51300,50000,2021,6,25
2021-06-28,51120,38414,53000,51000,50300,51300,50000,2021,6,28
2021-06-29,51120,38488,53000,51000,50300,51300,50000,2021,6,29
2021-06-30,50320,38697,50000,51000,50300,50300,50000,2021,6,30
2021-07-01,50320,38706,50000,51000,50300,50300,50000,2021,7,1
2021-07-02,49040,38630,45600,50000,50300,49300,50000,2021,7,2
2021-07-05,47320,38817,43000,49000,48300,46300,50000,2021,7,5
2021-07-06,46040,38880,42600,47000,45300,45300,50000,2021,7,6
2021-07-07,45040,38928,41600,46000,43300,44300,50000,2021,7,7
2021-07-08,45040,38975,41600,45000,43300,45300,50000,2021,7,8
2021-07-09,40700,39094,40600,42000,40300,40600,40000,2021,7,9
2021-07-12,38380,39394,38300,37000,38300,38300,40000,2021,7,12
2021-07-13,38180,39501,38300,36000,38300,38300,40000,2021,7,13
2021-07-14,36140,39503,35300,35000,36300,36300,37800,2021,7,14
2021-07-15,35620,39406,35300,35000,36300,35300,36200,2021,7,15
2021-07-16,34320,39358,35000,34000,34300,33300,35000,2021,7,16
2021-07-19,34120,39033,35000,34000,34300,32300,35000,2021,7,19
2021-07-20,34120,39213,35000,34000,34300,32300,35000,2021,7,20
2021-07-21,34120,39590,35000,34000,34300,32300,35000,2021,7,21
2021-07-22,34120,40003,35000,34000,34300,32300,35000,2021,7,22
2021-07-23,34520,40304,35000,34000,34300,34300,35000,2021,7,23
2021-07-26,32720,41042,30000,34000,32300,32300,35000,2021,7,26
2021-07-27,32240,40966,29600,34000,31300,31300,35000,2021,7,27
2021-07-28,30940,41142,29600,32000,30300,30300,32500,2021,7,28
2021-07-29,30540,41249,29600,32000,29300,29300,32500,2021,7,29
2021-07-30,30540,41034,29600,32000,29300,29300,32500,2021,7,30
2021-08-02,30540,40239,29600,32000,29300,29300,32500,2021,8,2
2021-08-03,30540,40069,29600,32000,29300,29300,32500,2021,8,3
2021-08-04,31420,40021,30000,34000,30300,30300,32500,2021,8,4
2021-08-05,36240,39983,36600,39000,35300,35300,35000,2021,8,5
2021-08-06,38120,40074,40000,41000,37300,37300,35000,2021,8,6
2021-08-09,37120,40803,38000,40000,36300,36300,35000,2021,8,9
2021-08-10,37920,40840,38000,40000,38300,38300,35000,2021,8,10
2021-08-11,35640,40826,34600,38000,35300,35300,35000,2021,8,11
2021-08-12,35640,40696,34600,38000,35300,35300,35000,2021,8,12
2021-08-13,35920,40284,36000,38000,35300,35300,35000,2021,8,13
2021-08-17,36520,39115,36000,38000,37300,36300,35000,2021,8,17
2021-08-18,36520,38590,36000,38000,37300,36300,35000,2021,8,18
2021-08-19,36520,37746,36000,38000,37300,36300,35000,2021,8,19
2021-08-20,36520,36800,36000,38000,37300,36300,35000,2021,8,20
2021-08-23,37440,35693,36600,39000,39300,37300,35000,2021,8,23
2021-08-24,37720,35428,38000,39000,39300,37300,35000,2021,8,24
2021-08-25,37920,35107,38000,39000,39300,38300,35000,2021,8,25
2021-08-26,37920,35139,38000,39000,39300,38300,35000,2021,8,26
2021-08-27,37920,35304,38000,39000,39300,38300,35000,2021,8,27
2021-08-30,37720,35010,38000,39000,39300,37300,35000,2021,8,30
2021-08-31,37920,35030,38000,39000,39300,38300,35000,2021,8,31
2021-09-01,38120,35101,38000,40000,39300,38300,35000,2021,9,1
2021-09-02,37920,35040,38000,40000,39300,37300,35000,2021,9,2
2021-09-03,38120,35158,38000,40000,40300,37300,35000,2021,9,3
2021-09-06,36720,35067,36000,39000,37300,36300,35000,2021,9,6
2021-09-07,35920,34794,36000,38000,35300,35300,35000,2021,9,7
2021-09-08,35720,34630,35000,38000,35300,35300,35000,2021,9,8
2021-09-09,35520,34531,35000,38000,35300,34300,35000,2021,9,9
2021-09-10,35520,34251,35000,38000,35300,34300,35000,2021,9,10
2021-09-13,35320,33422,35000,37000,35300,34300,35000,2021,9,13
2021-09-14,35520,33295,35000,37000,35300,35300,35000,2021,9,14
2021-09-15,35520,33180,35000,37000,35300,35300,35000,2021,9,15
2021-09-16,35520,33049,35000,37000,35300,35300,35000,2021,9,16
2021-09-17,35520,32925,35000,37000,35300,35300,35000,2021,9,17
2021-09-23,35520,30164,35000,37000,35300,35300,35000,2021,9,23
2021-09-24,35720,29818,35000,37000,35300,35300,36000,2021,9,24
2021-09-27,35720,29299,35000,37000,35300,35300,36000,2021,9,27
2021-09-28,34340,29446,33600,36000,33300,34300,34500,2021,9,28
2021-09-29,34740,29409,35600,36000,33300,34300,34500,2021,9,29
2021-09-30,34740,29453,35600,36000,33300,34300,34500,2021,9,30
2021-10-01,35340,29434,35600,37000,35300,34300,34500,2021,10,1
2021-10-05,35340,29086,35600,37000,35300,34300,34500,2021,10,5
2021-10-06,34920,29053,35000,37000,34300,34300,34000,2021,10,6
2021-10-07,34920,29074,35000,37000,34300,34300,34000,2021,10,7
2021-10-08,34920,28963,35000,37000,34300,34300,34000,2021,10,8
2021-10-12,31940,28914,28600,34000,32300,32300,32500,2021,10,12
2021-10-13,30380,28791,28600,32000,30300,30300,30700,2021,10,13
2021-10-14,30660,28566,30000,32000,30300,30300,30700,2021,10,14
2021-10-15,30660,28570,30000,32000,30300,30300,30700,2021,10,15
2021-10-18,31060,28686,30000,32000,31300,31300,30700,2021,10,18
2021-10-19,33560,28822,33000,33000,34300,33300,34200,2021,10,19
