일시,평균,평년,서울,부산,대구,광주,대전,year,month,day
2011-01-03,25600,16500,30000,23000,24000,24000,27000,2011,1,3
2011-01-04,25600,16593,30000,23000,24000,24000,27000,2011,1,4
2011-01-05,25600,16820,30000,23000,24000,24000,27000,2011,1,5
2011-01-06,26600,17063,30000,24000,26000,24000,29000,2011,1,6
2011-01-07,26800,17217,30000,25000,26000,24000,29000,2011,1,7
2011-01-10,27200,17637,32000,25000,26000,24000,29000,2011,1,10
2011-01-11,27200,17707,32000,25000,26000,24000,29000,2011,1,11
2011-01-12,29400,17813,35000,27000,28000,27000,30000,2011,1,12
2011-01-13,29400,17910,35000,27000,28000,27000,30000,2011,1,13
2011-01-14,29400,17963,35000,27000,28000,27000,30000,2011,1,14
2011-01-17,29400,18200,35000,27000,28000,27000,30000,2011,1,17
2011-01-18,29400,18253,35000,27000,28000,27000,30000,2011,1,18
2011-01-19,30600,18337,35000,28000,28000,30000,32000,2011,1,19
2011-01-20,30600,18370,35000,28000,28000,30000,32000,2011,1,20
2011-01-21,30600,18367,35000,28000,28000,30000,32000,2011,1,21
2011-01-24,30600,18440,35000,28000,28000,30000,32000,2011,1,24
2011-01-25,31000,18487,35000,28000,28000,30000,34000,2011,1,25
2011-01-26,31000,18527,35000,28000,28000,30000,34000,2011,1,26
2011-01-27,31000,18573,35000,28000,28000,30000,34000,2011,1,27
2011-01-28,30400,18540,32000,28000,28000,30000,34000,2011,1,28
2011-01-31,30000,18540,32000,28000,28000,30000,32000,2011,1,31
2011-02-01,30000,18637,32000,28000,28000,30000,32000,2011,2,1
2011-02-07,30200,18940,32000,28000,28000,30000,33000,2011,2,7
2011-02-08,30200,18900,32000,28000,28000,30000,33000,2011,2,8
2011-02-09,29800,18830,30000,28000,28000,30000,33000,2011,2,9
2011-02-10,29800,18783,30000,28000,28000,30000,33000,2011,2,10
2011-02-11,29800,18780,28000,28000,28000,30000,35000,2011,2,11
2011-02-14,29800,18687,28000,28000,28000,30000,35000,2011,2,14
2011-02-15,29800,18673,28000,28000,28000,30000,35000,2011,2,15
2011-02-16,28800,18680,28000,28000,28000,30000,30000,2011,2,16
2011-02-17,28800,18697,28000,28000,28000,30000,30000,2011,2,17
2011-02-18,28800,18737,28000,28000,28000,30000,30000,2011,2,18
2011-02-21,29200,18927,28000,28000,28000,30000,32000,2011,2,21
2011-02-22,28600,18900,27000,28000,28000,28000,32000,2011,2,22
2011-02-23,28000,18913,27000,28000,28000,28000,29000,2011,2,23
2011-02-24,28000,18980,27000,28000,28000,28000,29000,2011,2,24
2011-02-25,28000,19097,27000,28000,28000,28000,29000,2011,2,25
2011-02-28,28000,19057,27000,28000,28000,28000,29000,2011,2,28
2011-03-02,28400,19013,27000,28000,28000,28000,31000,2011,3,2
2011-03-03,28800,19013,27000,28000,28000,28000,33000,2011,3,3
2011-03-04,28800,18987,27000,28000,28000,28000,33000,2011,3,4
2011-03-07,28800,18883,27000,28000,28000,28000,33000,2011,3,7
2011-03-08,28800,18933,27000,28000,28000,28000,33000,2011,3,8
2011-03-09,28800,18947,27000,28000,28000,28000,33000,2011,3,9
2011-03-10,28800,19003,27000,28000,28000,28000,33000,2011,3,10
2011-03-11,28800,19030,27000,28000,28000,28000,33000,2011,3,11
2011-03-14,28400,19097,27000,28000,28000,28000,31000,2011,3,14
2011-03-15,28400,19163,27000,28000,28000,28000,31000,2011,3,15
2011-03-16,28400,19283,27000,28000,28000,28000,31000,2011,3,16
2011-03-17,28400,19370,27000,28000,28000,28000,31000,2011,3,17
2011-03-18,28400,19403,27000,28000,28000,28000,31000,2011,3,18
2011-03-21,28400,19780,27000,28000,28000,28000,31000,2011,3,21
2011-03-22,28400,19810,27000,28000,28000,28000,31000,2011,3,22
2011-03-23,28400,19817,27000,28000,28000,28000,31000,2011,3,23
2011-03-24,28400,19870,27000,28000,28000,28000,31000,2011,3,24
2011-03-25,28400,19933,27000,28000,28000,28000,31000,2011,3,25
2011-03-28,28800,20060,29000,28000,28000,28000,31000,2011,3,28
2011-03-29,28800,20180,29000,28000,28000,28000,31000,2011,3,29
2011-03-30,28800,20313,29000,28000,28000,28000,31000,2011,3,30
2011-03-31,28800,20483,29000,28000,28000,28000,31000,2011,3,31
2011-04-01,28800,20617,29000,28000,28000,28000,31000,2011,4,1
2011-04-04,28800,21090,29000,28000,28000,28000,31000,2011,4,4
2011-04-05,28800,21133,29000,28000,28000,28000,31000,2011,4,5
2011-04-06,30400,21133,29000,30000,30000,30000,33000,2011,4,6
2011-04-07,30400,21123,29000,30000,30000,30000,33000,2011,4,7
2011-04-08,30600,21177,29000,30000,30000,31000,33000,2011,4,8
2011-04-11,30800,21320,29000,30000,31000,31000,33000,2011,4,11
2011-04-12,30800,21400,29000,30000,31000,31000,33000,2011,4,12
2011-04-13,31200,21453,29000,30000,31000,31000,35000,2011,4,13
2011-04-14,31000,21583,29000,30000,31000,30000,35000,2011,4,14
2011-04-15,31000,21703,29000,30000,31000,30000,35000,2011,4,15
2011-04-18,31000,22177,29000,30000,31000,30000,35000,2011,4,18
2011-04-19,31000,22227,29000,30000,31000,30000,35000,2011,4,19
2011-04-20,31000,22213,29000,30000,31000,30000,35000,2011,4,20
2011-04-21,31000,22240,29000,30000,31000,30000,35000,2011,4,21
2011-04-22,31000,22373,29000,30000,31000,30000,35000,2011,4,22
2011-04-25,31000,22633,29000,30000,31000,30000,35000,2011,4,25
2011-04-26,31000,22737,29000,30000,31000,30000,35000,2011,4,26
2011-04-27,31000,22790,29000,30000,31000,30000,35000,2011,4,27
2011-04-28,31000,22913,29000,30000,31000,30000,35000,2011,4,28
2011-04-29,31000,23060,29000,30000,31000,30000,35000,2011,4,29
2011-05-02,31000,23420,29000,30000,31000,30000,35000,2011,5,2
2011-05-03,31000,23553,29000,30000,31000,30000,35000,2011,5,3
2011-05-04,31400,23620,31000,30000,31000,30000,35000,2011,5,4
2011-05-06,32200,23710,34000,30000,32000,30000,35000,2011,5,6
2011-05-09,33200,23897,35000,32000,34000,30000,35000,2011,5,9
2011-05-11,33200,23900,35000,32000,34000,30000,35000,2011,5,11
2011-05-12,33200,23973,35000,32000,34000,30000,35000,2011,5,12
2011-05-13,33200,24127,35000,32000,34000,30000,35000,2011,5,13
2011-05-16,33200,24727,35000,32000,34000,30000,35000,2011,5,16
2011-05-17,33200,24793,35000,32000,34000,30000,35000,2011,5,17
2011-05-18,33600,24793,35000,32000,34000,32000,35000,2011,5,18
2011-05-19,34000,24850,37000,32000,34000,32000,35000,2011,5,19
2011-05-20,34000,24863,37000,32000,34000,32000,35000,2011,5,20
2011-05-23,34000,24630,37000,32000,34000,32000,35000,2011,5,23
2011-05-24,34000,24560,37000,32000,34000,32000,35000,2011,5,24
2011-05-25,35000,24540,37000,32000,34000,34000,38000,2011,5,25
2011-05-26,35000,24450,37000,32000,34000,34000,38000,2011,5,26
2011-05-27,35000,24383,37000,32000,34000,34000,38000,2011,5,27
2011-05-30,35600,24267,37000,34000,35000,34000,38000,2011,5,30
2011-05-31,35600,24287,37000,34000,35000,34000,38000,2011,5,31
2011-06-01,36200,24307,37000,35000,36000,35000,38000,2011,6,1
2011-06-02,36200,24360,37000,35000,36000,35000,38000,2011,6,2
2011-06-03,36400,24380,37000,36000,36000,35000,38000,2011,6,3
2011-06-07,37800,24707,39000,37000,38000,37000,38000,2011,6,7
2011-06-08,38800,25037,42000,38000,38000,38000,38000,2011,6,8
2011-06-09,40000,25360,42000,38000,38000,40000,42000,2011,6,9
2011-06-10,40800,25607,44000,38000,40000,40000,42000,2011,6,10
2011-06-13,42400,25953,44000,40000,42000,42000,44000,2011,6,13
2011-06-14,42400,26173,44000,40000,42000,42000,44000,2011,6,14
2011-06-15,42000,26480,44000,40000,42000,42000,42000,2011,6,15
2011-06-16,42000,26760,44000,40000,42000,42000,42000,2011,6,16
2011-06-17,42000,26913,44000,40000,42000,42000,42000,2011,6,17
2011-06-20,42800,27297,46000,42000,42000,42000,42000,2011,6,20
2011-06-21,42800,27523,46000,42000,42000,42000,42000,2011,6,21
2011-06-22,42800,27647,46000,42000,42000,42000,42000,2011,6,22
2011-06-23,42800,27773,46000,42000,42000,42000,42000,2011,6,23
2011-06-24,42800,27960,46000,42000,42000,42000,42000,2011,6,24
2011-06-27,42800,28210,46000,42000,42000,42000,42000,2011,6,27
2011-06-28,42800,28170,46000,42000,42000,42000,42000,2011,6,28
2011-06-29,42800,28120,46000,42000,42000,42000,42000,2011,6,29
2011-06-30,42800,28027,46000,42000,42000,42000,42000,2011,6,30
2011-07-01,43400,27853,46000,42000,45000,42000,42000,2011,7,1
2011-07-04,42200,27317,46000,42000,45000,42000,36000,2011,7,4
2011-07-05,43400,27297,46000,42000,45000,42000,42000,2011,7,5
2011-07-06,43400,27220,46000,42000,45000,42000,42000,2011,7,6
2011-07-07,43400,27080,46000,42000,45000,42000,42000,2011,7,7
2011-07-08,43400,26977,46000,42000,45000,42000,42000,2011,7,8
2011-07-11,43400,26983,46000,42000,45000,42000,42000,2011,7,11
2011-07-12,44000,26777,46000,42000,45000,45000,42000,2011,7,12
2011-07-13,46200,26853,46000,45000,48000,45000,47000,2011,7,13
2011-07-14,49000,27180,52000,48000,48000,45000,52000,2011,7,14
2011-07-15,49400,27553,52000,48000,50000,45000,52000,2011,7,15
2011-07-18,51800,28723,52000,52000,53000,50000,52000,2011,7,18
2011-07-19,51800,29203,52000,52000,53000,50000,52000,2011,7,19
2011-07-20,54200,29427,52000,54000,53000,60000,52000,2011,7,20
2011-07-21,54200,29537,52000,54000,53000,60000,52000,2011,7,21
2011-07-22,55400,29550,50000,54000,53000,60000,60000,2011,7,22
2011-07-25,55400,28910,50000,54000,53000,60000,60000,2011,7,25
2011-07-26,55400,28773,50000,54000,53000,60000,60000,2011,7,26
2011-07-27,54800,28720,52000,54000,53000,55000,60000,2011,7,27
2011-07-28,51800,28393,52000,54000,53000,50000,50000,2011,7,28
2011-07-29,48000,27920,52000,50000,48000,50000,40000,2011,7,29
2011-08-01,45400,25777,49000,47000,46000,40000,45000,2011,8,1
2011-08-02,42200,25097,49000,43000,42000,37000,40000,2011,8,2
2011-08-03,40200,24613,46000,40000,38000,37000,40000,2011,8,3
2011-08-04,38600,24093,46000,37000,36000,34000,40000,2011,8,4
2011-08-05,37400,23800,46000,36000,36000,34000,35000,2011,8,5
2011-08-08,36800,23497,43000,36000,36000,34000,35000,2011,8,8
2011-08-09,36600,23417,43000,35000,36000,34000,35000,2011,8,9
2011-08-10,36200,23307,43000,35000,36000,32000,35000,2011,8,10
2011-08-11,36200,22843,43000,35000,36000,32000,35000,2011,8,11
2011-08-12,37200,22377,43000,35000,36000,32000,40000,2011,8,12
2011-08-16,37200,20877,43000,35000,36000,32000,40000,2011,8,16
2011-08-17,36200,20670,41000,32000,36000,32000,40000,2011,8,17
2011-08-18,35200,20267,38000,32000,36000,32000,38000,2011,8,18
2011-08-19,33400,19977,34000,32000,33000,30000,38000,2011,8,19
2011-08-22,33000,19337,34000,32000,33000,28000,38000,2011,8,22
2011-08-23,32000,19240,34000,32000,31000,28000,35000,2011,8,23
2011-08-24,31600,19103,34000,30000,31000,28000,35000,2011,8,24
2011-08-25,31200,18907,34000,30000,31000,28000,33000,2011,8,25
2011-08-26,30600,18790,34000,30000,31000,28000,30000,2011,8,26
2011-08-29,28400,18417,34000,28000,28000,27000,25000,2011,8,29
2011-08-30,28000,18403,32000,28000,28000,27000,25000,2011,8,30
2011-08-31,28000,18453,32000,28000,28000,27000,25000,2011,8,31
2011-09-01,26800,18373,32000,26000,26000,25000,25000,2011,9,1
2011-09-02,26800,18273,32000,26000,26000,25000,25000,2011,9,2
2011-09-05,27800,18590,32000,26000,26000,25000,30000,2011,9,5
2011-09-06,28400,18630,32000,27000,26000,27000,30000,2011,9,6
2011-09-07,28400,18547,32000,27000,26000,27000,30000,2011,9,7
2011-09-08,29600,18550,32000,28000,28000,30000,30000,2011,9,8
2011-09-09,29600,18503,32000,28000,28000,30000,30000,2011,9,9
2011-09-14,29600,17333,32000,28000,28000,30000,30000,2011,9,14
2011-09-15,29200,17190,32000,28000,28000,30000,28000,2011,9,15
2011-09-16,29200,17180,32000,28000,28000,30000,28000,2011,9,16
2011-09-19,28600,17040,32000,28000,28000,25000,30000,2011,9,19
2011-09-20,28600,16973,32000,28000,28000,25000,30000,2011,9,20
2011-09-21,28200,16867,30000,28000,28000,25000,30000,2011,9,21
2011-09-22,28200,16747,30000,28000,28000,25000,30000,2011,9,22
2011-09-23,28200,16587,30000,28000,28000,25000,30000,2011,9,23
2011-09-26,28200,16290,30000,28000,28000,25000,30000,2011,9,26
2011-09-27,28800,16223,33000,28000,28000,25000,30000,2011,9,27
2011-09-28,28800,16160,33000,28000,28000,25000,30000,2011,9,28
2011-09-29,28800,16103,33000,28000,28000,25000,30000,2011,9,29
2011-09-30,28800,16090,33000,28000,28000,25000,30000,2011,9,30
2011-10-04,29400,16020,33000,28000,28000,28000,30000,2011,10,4
2011-10-05,29400,15987,33000,28000,28000,28000,30000,2011,10,5
2011-10-06,29400,15937,33000,28000,28000,28000,30000,2011,10,6
2011-10-07,29400,15870,33000,28000,28000,28000,30000,2011,10,7
2011-10-10,29400,15873,33000,28000,28000,28000,30000,2011,10,10
2011-10-11,29400,15930,33000,28000,28000,28000,30000,2011,10,11
2011-10-12,27800,15937,33000,26000,27000,25000,28000,2011,10,12
2011-10-13,27800,15947,33000,26000,27000,25000,28000,2011,10,13
2011-10-14,27400,15910,33000,26000,27000,25000,26000,2011,10,14
2011-10-17,27400,15707,33000,26000,27000,25000,26000,2011,10,17
2011-10-18,28600,15630,33000,26000,27000,27000,30000,2011,10,18
2011-10-19,28600,15537,33000,26000,27000,27000,30000,2011,10,19
2011-10-20,28600,15453,33000,26000,27000,27000,30000,2011,10,20
2011-10-21,28600,15390,33000,26000,27000,27000,30000,2011,10,21
2011-10-24,28600,15170,33000,26000,27000,27000,30000,2011,10,24
2011-10-25,28600,15143,33000,26000,27000,27000,30000,2011,10,25
2011-10-26,28200,15147,33000,26000,27000,27000,28000,2011,10,26
2011-10-27,28200,15120,33000,26000,27000,27000,28000,2011,10,27
2011-10-28,28000,15080,32000,26000,27000,27000,28000,2011,10,28
2011-10-31,27800,14997,31000,26000,27000,27000,28000,2011,10,31
2011-11-01,27800,15003,31000,26000,27000,27000,28000,2011,11,1
2011-11-02,26600,15007,30000,26000,25000,24000,28000,2011,11,2
2011-11-03,26600,15080,30000,26000,25000,24000,28000,2011,11,3
2011-11-04,26600,15130,30000,26000,25000,24000,28000,2011,11,4
2011-11-07,26600,15407,30000,26000,25000,24000,28000,2011,11,7
2011-11-08,26600,15433,30000,26000,25000,24000,28000,2011,11,8
2011-11-09,26600,15520,30000,26000,25000,24000,28000,2011,11,9
2011-11-10,26600,15600,30000,26000,25000,24000,28000,2011,11,10
2011-11-11,26600,15663,30000,26000,25000,24000,28000,2011,11,11
2011-11-14,26600,15713,30000,26000,25000,24000,28000,2011,11,14
2011-11-15,26600,15727,30000,26000,25000,24000,28000,2011,11,15
2011-11-16,27000,15707,30000,26000,25000,24000,30000,2011,11,16
2011-11-17,27000,15713,30000,26000,25000,24000,30000,2011,11,17
2011-11-18,27000,15713,30000,26000,25000,24000,30000,2011,11,18
2011-11-21,27400,15893,30000,26000,25000,26000,30000,2011,11,21
2011-11-22,27400,15907,30000,26000,25000,26000,30000,2011,11,22
2011-11-23,27600,16000,31000,26000,25000,26000,30000,2011,11,23
2011-11-24,27600,16093,31000,26000,25000,26000,30000,2011,11,24
2011-11-25,27600,16170,31000,26000,25000,26000,30000,2011,11,25
2011-11-28,27600,16223,31000,26000,25000,26000,30000,2011,11,28
2011-11-29,27200,16213,31000,26000,25000,24000,30000,2011,11,29
2011-11-30,27200,16217,31000,26000,25000,24000,30000,2011,11,30
2011-12-02,27600,16253,31000,28000,25000,24000,30000,2011,12,2
2011-12-05,27600,16387,31000,28000,25000,24000,30000,2011,12,5
2011-12-06,28000,16423,31000,28000,27000,24000,30000,2011,12,6
2011-12-07,28400,16463,33000,28000,27000,24000,30000,2011,12,7
2011-12-08,28400,16520,33000,28000,27000,24000,30000,2011,12,8
2011-12-09,28400,16590,33000,28000,27000,24000,30000,2011,12,9
2011-12-12,29600,16787,33000,28000,29000,28000,30000,2011,12,12
2011-12-13,31000,16853,33000,30000,31000,28000,33000,2011,12,13
2011-12-14,31000,16907,33000,30000,31000,28000,33000,2011,12,14
2011-12-15,31000,16987,33000,30000,31000,28000,33000,2011,12,15
2011-12-16,31000,17043,33000,30000,31000,28000,33000,2011,12,16
2011-12-19,31000,17300,33000,30000,31000,28000,33000,2011,12,19
2011-12-20,31000,17340,33000,30000,31000,28000,33000,2011,12,20
2011-12-21,31000,17440,33000,30000,31000,28000,33000,2011,12,21
2011-12-22,31000,17547,33000,30000,31000,28000,33000,2011,12,22
2011-12-23,31000,17657,33000,30000,31000,28000,33000,2011,12,23
2011-12-26,31000,17770,33000,30000,31000,28000,33000,2011,12,26
2011-12-27,30400,17780,33000,30000,31000,28000,30000,2011,12,27
2011-12-28,30400,17797,33000,30000,31000,28000,30000,2011,12,28
2011-12-29,30000,17800,33000,30000,31000,26000,30000,2011,12,29
2011-12-30,30000,17927,33000,30000,31000,26000,30000,2011,12,30
2012-01-02,30000,18360,33000,30000,31000,26000,30000,2012,1,2
2012-01-03,30000,18513,33000,30000,31000,26000,30000,2012,1,3
2012-01-04,30000,18620,33000,30000,31000,26000,30000,2012,1,4
2012-01-05,30000,18907,33000,30000,31000,26000,30000,2012,1,5
2012-01-06,30000,19257,33000,30000,31000,26000,30000,2012,1,6
2012-01-09,30000,19737,33000,30000,31000,26000,30000,2012,1,9
2012-01-10,30000,19800,33000,30000,31000,26000,30000,2012,1,10
2012-01-11,30000,19863,33000,30000,31000,26000,30000,2012,1,11
2012-01-12,29800,19947,33000,29000,31000,26000,30000,2012,1,12
2012-01-13,29800,20057,33000,29000,31000,26000,30000,2012,1,13
2012-01-16,30000,20413,33000,29000,31000,27000,30000,2012,1,16
2012-01-17,30200,20540,33000,29000,31000,28000,30000,2012,1,17
2012-01-18,30200,20580,33000,29000,31000,28000,30000,2012,1,18
2012-01-19,30400,20627,33000,29000,31000,29000,30000,2012,1,19
2012-01-20,30400,20687,33000,29000,31000,29000,30000,2012,1,20
2012-01-25,30400,20803,33000,29000,31000,29000,30000,2012,1,25
2012-01-26,30400,20843,33000,29000,31000,29000,30000,2012,1,26
2012-01-27,30400,20890,33000,29000,31000,29000,30000,2012,1,27
2012-01-30,30400,20720,33000,29000,31000,29000,30000,2012,1,30
2012-01-31,30400,20660,33000,29000,31000,29000,30000,2012,1,31
2012-02-01,30400,20713,33000,29000,31000,29000,30000,2012,2,1
2012-02-02,30400,20827,33000,29000,31000,29000,30000,2012,2,2
2012-02-03,30400,20827,33000,29000,31000,29000,30000,2012,2,3
2012-02-06,30400,21000,33000,29000,31000,29000,30000,2012,2,6
2012-02-07,30400,21057,33000,29000,31000,29000,30000,2012,2,7
2012-02-08,31200,21070,33000,31000,31000,29000,32000,2012,2,8
2012-02-09,31200,21013,33000,31000,31000,29000,32000,2012,2,9
2012-02-10,31200,20967,33000,31000,31000,29000,32000,2012,2,10
2012-02-13,33400,20920,33000,32000,33000,32000,37000,2012,2,13
2012-02-14,34800,20927,35000,32000,33000,37000,37000,2012,2,14
2012-02-15,34800,20927,35000,32000,33000,37000,37000,2012,2,15
2012-02-16,34800,20947,35000,32000,33000,37000,37000,2012,2,16
2012-02-17,34800,20963,35000,32000,33000,37000,37000,2012,2,17
2012-02-20,34800,21203,35000,32000,33000,37000,37000,2012,2,20
2012-02-21,34800,21223,35000,32000,33000,37000,37000,2012,2,21
2012-02-22,34800,21193,35000,32000,33000,37000,37000,2012,2,22
2012-02-23,34800,21253,35000,32000,33000,37000,37000,2012,2,23
2012-02-24,34800,21357,35000,32000,33000,37000,37000,2012,2,24
2012-02-27,34800,21433,35000,32000,33000,37000,37000,2012,2,27
2012-02-28,35400,21370,36000,34000,33000,37000,37000,2012,2,28
2012-02-29,35400,15120,36000,34000,33000,37000,37000,2012,02,29
2012-03-02,35400,21240,36000,34000,33000,37000,37000,2012,3,2
2012-03-05,35400,20933,36000,34000,33000,37000,37000,2012,3,5
2012-03-06,35000,20883,36000,34000,33000,37000,35000,2012,3,6
2012-03-07,35000,20917,36000,34000,33000,37000,35000,2012,3,7
2012-03-08,35000,20940,36000,34000,33000,37000,35000,2012,3,8
2012-03-09,35000,20960,36000,34000,33000,37000,35000,2012,3,9
2012-03-12,37000,21080,36000,36000,36000,37000,40000,2012,3,12
2012-03-13,37000,21110,36000,36000,36000,37000,40000,2012,3,13
2012-03-14,37000,21097,36000,36000,36000,37000,40000,2012,3,14
2012-03-15,37000,21173,36000,36000,36000,37000,40000,2012,3,15
2012-03-16,37000,21280,36000,36000,36000,37000,40000,2012,3,16
2012-03-19,37000,21373,36000,36000,36000,37000,40000,2012,3,19
2012-03-20,37000,21453,36000,36000,36000,37000,40000,2012,3,20
2012-03-21,37000,21507,36000,36000,36000,37000,40000,2012,3,21
2012-03-22,38000,21480,39000,37000,37000,37000,40000,2012,3,22
2012-03-23,38000,21427,39000,37000,37000,37000,40000,2012,3,23
2012-03-26,39000,21547,39000,37000,39000,40000,40000,2012,3,26
2012-03-27,39000,21567,39000,37000,39000,40000,40000,2012,3,27
2012-03-28,39000,21613,39000,37000,39000,40000,40000,2012,3,28
2012-03-29,39600,21647,40000,38000,40000,40000,40000,2012,3,29
2012-03-30,40200,21787,43000,38000,40000,40000,40000,2012,3,30
2012-04-02,42400,22227,43000,42000,42000,42000,43000,2012,4,2
2012-04-03,42400,22423,43000,42000,42000,42000,43000,2012,4,3
2012-04-04,42400,22517,43000,42000,42000,42000,43000,2012,4,4
2012-04-05,42600,22533,43000,42000,43000,42000,43000,2012,4,5
2012-04-06,42600,22573,43000,42000,43000,42000,43000,2012,4,6
2012-04-09,45400,22890,45000,43000,46000,45000,48000,2012,4,9
2012-04-10,45400,23120,45000,43000,46000,45000,48000,2012,4,10
2012-04-12,45400,23300,45000,43000,46000,45000,48000,2012,4,12
2012-04-13,45400,23513,45000,43000,46000,45000,48000,2012,4,13
2012-04-16,45400,24253,45000,43000,46000,45000,48000,2012,4,16
2012-04-17,46800,24443,48000,45000,48000,45000,48000,2012,4,17
2012-04-18,46800,24510,48000,45000,48000,45000,48000,2012,4,18
2012-04-19,46800,24517,48000,45000,48000,45000,48000,2012,4,19
2012-04-20,47200,24530,48000,45000,48000,47000,48000,2012,4,20
2012-04-23,47200,24853,48000,45000,48000,47000,48000,2012,4,23
2012-04-24,47200,24940,48000,45000,48000,47000,48000,2012,4,24
2012-04-25,47200,25043,48000,45000,48000,47000,48000,2012,4,25
2012-04-26,47200,25120,48000,45000,48000,47000,48000,2012,4,26
2012-04-27,47200,25137,48000,45000,48000,47000,48000,2012,4,27
2012-04-30,47200,25507,48000,45000,48000,47000,48000,2012,4,30
2012-05-02,47200,25600,48000,45000,48000,47000,48000,2012,5,2
2012-05-03,47200,25720,48000,45000,48000,47000,48000,2012,5,3
2012-05-04,47200,25793,48000,45000,48000,47000,48000,2012,5,4
2012-05-07,47200,25973,48000,45000,48000,47000,48000,2012,5,7
2012-05-08,47800,26190,48000,47000,49000,47000,48000,2012,5,8
2012-05-09,49800,26387,51000,49000,51000,50000,48000,2012,5,9
2012-05-10,50200,26430,51000,49000,51000,50000,50000,2012,5,10
2012-05-11,50200,26500,51000,49000,51000,50000,50000,2012,5,11
2012-05-14,50200,27107,51000,49000,51000,50000,50000,2012,5,14
2012-05-15,50200,27313,51000,49000,51000,50000,50000,2012,5,15
2012-05-16,50200,27487,51000,49000,51000,50000,50000,2012,5,16
2012-05-17,50200,27580,51000,49000,51000,50000,50000,2012,5,17
2012-05-18,51200,27593,51000,49000,51000,50000,55000,2012,5,18
2012-05-21,51400,27713,51000,50000,51000,50000,55000,2012,5,21
2012-05-22,51400,27793,51000,50000,51000,50000,55000,2012,5,22
2012-05-23,51400,27803,51000,50000,51000,50000,55000,2012,5,23
2012-05-24,51400,27793,51000,50000,51000,50000,55000,2012,5,24
2012-05-25,51400,27730,51000,50000,51000,50000,55000,2012,5,25
2012-05-29,51400,27420,51000,50000,51000,50000,55000,2012,5,29
2012-05-30,51400,27400,51000,50000,51000,50000,55000,2012,5,30
2012-05-31,51400,27427,51000,50000,51000,50000,55000,2012,5,31
2012-06-01,50200,27420,51000,50000,51000,48000,51000,2012,6,1
2012-06-04,50200,27373,51000,50000,51000,48000,51000,2012,6,4
2012-06-05,50200,27417,51000,50000,51000,48000,51000,2012,6,5
2012-06-07,50200,27460,51000,50000,51000,48000,51000,2012,6,7
2012-06-08,50200,27537,51000,50000,51000,48000,51000,2012,6,8
2012-06-11,50200,27880,51000,50000,51000,48000,51000,2012,6,11
2012-06-12,51000,27940,51000,50000,55000,48000,51000,2012,6,12
2012-06-13,51000,27940,51000,50000,55000,48000,51000,2012,6,13
2012-06-14,51000,27993,51000,50000,55000,48000,51000,2012,6,14
2012-06-15,51000,28113,51000,50000,55000,48000,51000,2012,6,15
2012-06-18,50200,28360,51000,50000,55000,48000,47000,2012,6,18
2012-06-19,50200,28393,51000,50000,55000,48000,47000,2012,6,19
2012-06-20,49600,28377,51000,50000,52000,48000,47000,2012,6,20
2012-06-21,49600,28373,51000,50000,52000,48000,47000,2012,6,21
2012-06-22,49600,28377,51000,50000,52000,48000,47000,2012,6,22
2012-06-25,50200,28733,51000,50000,52000,48000,50000,2012,6,25
2012-06-26,50600,28807,51000,50000,52000,50000,50000,2012,6,26
2012-06-27,50600,28803,51000,50000,52000,50000,50000,2012,6,27
2012-06-28,50600,28780,51000,50000,52000,50000,50000,2012,6,28
2012-06-29,50600,28823,51000,50000,52000,50000,50000,2012,6,29
2012-07-02,50600,28147,51000,50000,52000,50000,50000,2012,7,2
2012-07-03,50600,27960,51000,50000,52000,50000,50000,2012,7,3
2012-07-04,50600,27850,51000,50000,52000,50000,50000,2012,7,4
2012-07-05,50600,27793,51000,50000,52000,50000,50000,2012,7,5
2012-07-06,50600,27650,51000,50000,52000,50000,50000,2012,7,6
2012-07-09,50600,27053,51000,50000,52000,50000,50000,2012,7,9
2012-07-10,47200,26937,51000,46000,49000,45000,45000,2012,7,10
2012-07-11,45800,26997,44000,46000,49000,45000,45000,2012,7,11
2012-07-12,44200,26793,41000,44000,46000,45000,45000,2012,7,12
2012-07-13,44200,26853,41000,44000,46000,45000,45000,2012,7,13
2012-07-16,43400,28133,41000,44000,42000,45000,45000,2012,7,16
2012-07-17,43400,28860,41000,44000,42000,45000,45000,2012,7,17
2012-07-18,43400,28950,41000,44000,42000,45000,45000,2012,7,18
2012-07-19,43400,29350,41000,44000,42000,45000,45000,2012,7,19
2012-07-20,40800,29480,41000,42000,39000,42000,40000,2012,7,20
2012-07-23,40800,29507,41000,42000,39000,42000,40000,2012,7,23
2012-07-24,39800,29283,41000,42000,39000,42000,35000,2012,7,24
2012-07-25,38400,28967,38000,40000,39000,40000,35000,2012,7,25
2012-07-26,38400,28907,38000,40000,39000,40000,35000,2012,7,26
2012-07-27,38400,29080,38000,40000,39000,40000,35000,2012,7,27
2012-07-30,36600,27947,38000,38000,37000,37000,33000,2012,7,30
2012-07-31,36600,27513,38000,38000,37000,37000,33000,2012,7,31
2012-08-01,35200,27210,38000,35000,35000,35000,33000,2012,8,1
2012-08-02,33600,27057,38000,33000,32000,35000,30000,2012,8,2
2012-08-03,33600,26893,38000,33000,32000,35000,30000,2012,8,3
2012-08-06,32000,26240,38000,31000,32000,34000,25000,2012,8,6
2012-08-07,32000,26103,38000,31000,32000,34000,25000,2012,8,7
2012-08-08,33000,26067,38000,31000,32000,34000,30000,2012,8,8
