조건별분석,,,,
[검색조건],,,,
,분류: 지상,,,
,요소 : 습도,,,
,검색구분 : 일,,,
,지역/지점명 : 목포,,,
,기간 : 2011 ~ 2021년 01 ~ 12월 01 ~ 31일,,,
,,,,
,,,,
"	",,,,
"	",,,,
"	",,,,
"	",,,,
"		",,,,
"	",,,,
"		지점번호",지점명,일시,평균습도(%rh),최저습도(%rh)
"		165",목포,2016.8.9,89.9,63
"		165",목포,2016.8.10,88.8,69
"		165",목포,2016.8.11,80.1,51
"		165",목포,2016.8.12,85.8,62
"		165",목포,2016.8.13,85.5,59
"		165",목포,2016.8.14,89.5,74
"		165",목포,2016.8.15,92.8,63
"		165",목포,2016.8.16,86.5,62
"		165",목포,2016.8.17,87.6,69
"		165",목포,2016.8.18,83.5,44
"		165",목포,2016.8.19,80.8,54
"		165",목포,2016.8.20,85.4,56
"		165",목포,2016.8.21,90.8,61
"		165",목포,2016.8.22,89.5,62
"		165",목포,2016.8.23,90.1,64
"		165",목포,2016.8.24,79.5,33
"		165",목포,2016.8.25,85.8,50
"		165",목포,2016.8.26,93.9,77
"		165",목포,2016.8.27,89.3,70
"		165",목포,2016.8.28,87,63
"		165",목포,2016.8.29,75.8,49
"		165",목포,2016.8.30,73.8,62
"		165",목포,2016.8.31,75,50
"		165",목포,2016.9.1,77,44
"		165",목포,2016.9.2,90.3,72
"		165",목포,2016.9.3,86.9,65
"		165",목포,2016.9.4,88.1,62
"		165",목포,2016.9.5,90.4,66
"		165",목포,2016.9.6,95.9,80
"		165",목포,2016.9.7,92.4,77
"		165",목포,2016.9.8,84.6,54
"		165",목포,2016.9.9,86.8,55
"		165",목포,2016.9.10,85.6,57
"		165",목포,2016.9.11,91.5,68
"		165",목포,2016.9.12,89.3,63
"		165",목포,2016.9.13,89.5,65
"		165",목포,2016.9.14,91.3,72
"		165",목포,2016.9.15,86.1,60
"		165",목포,2016.9.16,98,97
"		165",목포,2016.9.17,98,94
"		165",목포,2016.9.18,98,98
"		165",목포,2016.9.19,86,70
"		165",목포,2016.9.20,77,47
"		165",목포,2016.9.21,72.3,50
"		165",목포,2016.9.22,77.6,50
"		165",목포,2016.9.23,83.9,60
"		165",목포,2016.9.24,85.1,57
"		165",목포,2016.9.25,89.9,61
"		165",목포,2016.9.26,90.5,69
"		165",목포,2016.9.27,90.9,65
"		165",목포,2016.9.28,96.4,90
"		165",목포,2016.9.29,98,98
"		165",목포,2016.9.30,98,94
"		165",목포,2016.10.1,98,98
"		165",목포,2016.10.2,95.8,81
"		165",목포,2016.10.3,98,97
"		165",목포,2016.10.4,85.1,59
"		165",목포,2016.10.5,95.6,81
"		165",목포,2016.10.6,84.1,55
"		165",목포,2016.10.7,95.5,78
"		165",목포,2016.10.8,88.4,69
"		165",목포,2016.10.9,70.5,47
"		165",목포,2016.10.10,71,54
"		165",목포,2016.10.11,83.6,62
"		165",목포,2016.10.12,80.1,43
"		165",목포,2016.10.13,78.9,57
"		165",목포,2016.10.14,82.1,44
"		165",목포,2016.10.15,75.1,47
"		165",목포,2016.10.16,96.6,82
"		165",목포,2016.10.17,95.8,81
"		165",목포,2016.10.18,89.8,59
"		165",목포,2016.10.19,92.6,71
"		165",목포,2016.10.20,89.5,75
"		165",목포,2016.10.21,87.9,81
"		165",목포,2016.10.22,88.5,66
"		165",목포,2016.10.23,90,63
"		165",목포,2016.10.24,83.4,65
"		165",목포,2016.10.25,91.9,79
"		165",목포,2016.10.26,87.5,73
"		165",목포,2016.10.27,81.9,51
"		165",목포,2016.10.28,92.9,74
"		165",목포,2016.10.29,69.4,58
"		165",목포,2016.10.30,56,29
"		165",목포,2016.10.31,80.5,55
"		165",목포,2016.11.1,68.9,52
"		165",목포,2016.11.2,72.5,51
"		165",목포,2016.11.3,80.4,50
"		165",목포,2016.11.4,86,61
"		165",목포,2016.11.5,89.4,67
"		165",목포,2016.11.6,85.9,65
"		165",목포,2016.11.7,81,59
"		165",목포,2016.11.8,78.4,60
"		165",목포,2016.11.9,59,31
"		165",목포,2016.11.10,85.9,54
"		165",목포,2016.11.11,79.3,47
"		165",목포,2016.11.12,76.9,54
"		165",목포,2016.11.13,90.4,71
"		165",목포,2016.11.14,97,88
"		165",목포,2016.11.15,75,56
"		165",목포,2016.11.16,65.3,44
"		165",목포,2016.11.17,65.8,39
"		165",목포,2016.11.18,91,75
"		165",목포,2016.11.19,98,98
"		165",목포,2016.11.20,89.3,64
"		165",목포,2016.11.21,95.5,89
"		165",목포,2016.11.22,77.5,63
"		165",목포,2016.11.23,69,50
"		165",목포,2016.11.24,75.4,58
"		165",목포,2016.11.25,69.5,55
"		165",목포,2016.11.26,84.5,60
"		165",목포,2016.11.27,85,64
"		165",목포,2016.11.28,70.5,57
"		165",목포,2016.11.29,61.3,34
"		165",목포,2016.11.30,81.9,55
"		165",목포,2016.12.1,72.9,50
"		165",목포,2016.12.2,80,58
"		165",목포,2016.12.3,83,53
"		165",목포,2016.12.4,92.6,77
"		165",목포,2016.12.5,88.9,70
"		165",목포,2016.12.6,68.1,56
"		165",목포,2016.12.7,83.3,66
"		165",목포,2016.12.8,84.5,53
"		165",목포,2016.12.9,73,56
"		165",목포,2016.12.10,69.5,41
"		165",목포,2016.12.11,53.6,31
"		165",목포,2016.12.12,72,45
"		165",목포,2016.12.13,86,69
"		165",목포,2016.12.14,68.1,58
"		165",목포,2016.12.15,72.4,57
"		165",목포,2016.12.16,74.4,57
"		165",목포,2016.12.17,79,56
"		165",목포,2016.12.18,86.6,62
"		165",목포,2016.12.19,98,98
"		165",목포,2016.12.20,93.6,72
"		165",목포,2016.12.21,95.9,85
"		165",목포,2016.12.22,91.5,75
"		165",목포,2016.12.23,82.4,71
"		165",목포,2016.12.24,79.6,63
"		165",목포,2016.12.25,82.8,55
"		165",목포,2016.12.26,95.8,85
"		165",목포,2016.12.27,72.8,61
"		165",목포,2016.12.28,76.3,46
"		165",목포,2016.12.29,81.8,65
"		165",목포,2016.12.30,72.4,38
"		165",목포,2016.12.31,83.4,67
"		165",목포,2017.1.1,86,60
"		165",목포,2017.1.2,89.1,61
"		165",목포,2017.1.3,87.6,52
"		165",목포,2017.1.4,92.9,73
"		165",목포,2017.1.5,78,62
"		165",목포,2017.1.6,82,52
"		165",목포,2017.1.7,84.5,60
"		165",목포,2017.1.8,89.3,67
"		165",목포,2017.1.9,76.5,63
"		165",목포,2017.1.10,72.5,59
"		165",목포,2017.1.11,67.8,42
"		165",목포,2017.1.12,77,59
"		165",목포,2017.1.13,73.8,48
"		165",목포,2017.1.14,80.4,59
"		165",목포,2017.1.15,75.1,61
"		165",목포,2017.1.16,72.1,42
"		165",목포,2017.1.17,67.1,42
"		165",목포,2017.1.18,74.1,45
"		165",목포,2017.1.19,78.4,52
"		165",목포,2017.1.20,80.5,64
"		165",목포,2017.1.21,81.4,60
"		165",목포,2017.1.22,76.8,59
"		165",목포,2017.1.23,94.3,67
"		165",목포,2017.1.24,86.5,71
"		165",목포,2017.1.25,77.4,55
"		165",목포,2017.1.26,75,50
"		165",목포,2017.1.27,76.1,47
"		165",목포,2017.1.28,59.1,18
"		165",목포,2017.1.29,86,51
"		165",목포,2017.1.30,72.5,56
"		165",목포,2017.1.31,74.4,57
"		165",목포,2017.2.1,71.3,45
"		165",목포,2017.2.2,75.5,37
"		165",목포,2017.2.3,82.8,55
"		165",목포,2017.2.4,75.3,35
"		165",목포,2017.2.5,91,79
"		165",목포,2017.2.6,71.3,55
"		165",목포,2017.2.7,70.8,38
"		165",목포,2017.2.8,78.9,61
"		165",목포,2017.2.9,80.4,59
"		165",목포,2017.2.10,91.9,72
"		165",목포,2017.2.11,87.4,75
"		165",목포,2017.2.12,79.1,64
"		165",목포,2017.2.13,87.4,61
"		165",목포,2017.2.14,76,42
"		165",목포,2017.2.15,76.3,32
"		165",목포,2017.2.16,89.8,70
"		165",목포,2017.2.17,80.6,52
"		165",목포,2017.2.18,67.3,42
"		165",목포,2017.2.19,74.1,41
"		165",목포,2017.2.20,82,63
"		165",목포,2017.2.21,65.6,42
"		165",목포,2017.2.22,94.3,74
"		165",목포,2017.2.23,72.1,56
"		165",목포,2017.2.24,67.1,37
"		165",목포,2017.2.25,73,30
"		165",목포,2017.2.26,78.9,40
"		165",목포,2017.2.27,70.1,36
"		165",목포,2017.2.28,64,32
"		165",목포,2017.3.1,72.5,31
"		165",목포,2017.3.2,75.1,53
"		165",목포,2017.3.3,74.8,32
"		165",목포,2017.3.4,77.1,34
"		165",목포,2017.3.5,80.1,35
"		165",목포,2017.3.6,59.1,35
"		165",목포,2017.3.7,74,53
"		165",목포,2017.3.8,69.6,44
"		165",목포,2017.3.9,67.3,36
"		165",목포,2017.3.10,69.8,26
"		165",목포,2017.3.11,51.3,12
"		165",목포,2017.3.12,55.3,13
"		165",목포,2017.3.13,81.9,54
"		165",목포,2017.3.14,67.8,39
"		165",목포,2017.3.15,69.8,35
"		165",목포,2017.3.16,69.5,29
"		165",목포,2017.3.17,76.9,36
"		165",목포,2017.3.18,66.1,36
"		165",목포,2017.3.19,62.5,32
"		165",목포,2017.3.20,82.4,59
"		165",목포,2017.3.21,75.6,48
"		165",목포,2017.3.22,71.6,40
"		165",목포,2017.3.23,76.9,41
"		165",목포,2017.3.24,77.3,43
"		165",목포,2017.3.25,92.9,69
"		165",목포,2017.3.26,81.5,36
"		165",목포,2017.3.27,87.4,58
"		165",목포,2017.3.28,77.3,37
"		165",목포,2017.3.29,92.6,82
"		165",목포,2017.3.30,79.9,48
"		165",목포,2017.3.31,90.8,63
"		165",목포,2017.4.1,89.5,63
"		165",목포,2017.4.2,78,29
"		165",목포,2017.4.3,67.1,28
"		165",목포,2017.4.4,59.1,22
"		165",목포,2017.4.5,92.8,59
"		165",목포,2017.4.6,98,98
"		165",목포,2017.4.7,93.9,74
"		165",목포,2017.4.8,93.6,72
"		165",목포,2017.4.9,86.4,70
"		165",목포,2017.4.10,58.9,36
"		165",목포,2017.4.11,85.9,62
"		165",목포,2017.4.12,51,26
"		165",목포,2017.4.13,67.9,48
"		165",목포,2017.4.14,71.5,44
"		165",목포,2017.4.15,90.5,61
"		165",목포,2017.4.16,92.9,74
"		165",목포,2017.4.17,98,98
"		165",목포,2017.4.18,89.6,73
"		165",목포,2017.4.19,56.9,24
"		165",목포,2017.4.20,70.9,33
"		165",목포,2017.4.21,79.5,50
"		165",목포,2017.4.22,88.4,53
"		165",목포,2017.4.23,78.5,49
"		165",목포,2017.4.24,64.4,23
"		165",목포,2017.4.25,84,57
"		165",목포,2017.4.26,73,32
"		165",목포,2017.4.27,65.3,28
"		165",목포,2017.4.28,73.4,41
"		165",목포,2017.4.29,65.8,25
"		165",목포,2017.4.30,72.6,45
"		165",목포,2017.5.1,78.6,49
"		165",목포,2017.5.2,60.6,22
"		165",목포,2017.5.3,67.1,39
"		165",목포,2017.5.4,77,45
"		165",목포,2017.5.5,96.6,85
"		165",목포,2017.5.6,68,25
"		165",목포,2017.5.7,83.4,57
"		165",목포,2017.5.8,52.1,16
"		165",목포,2017.5.9,96.8,47
"		165",목포,2017.5.10,93,81
"		165",목포,2017.5.11,85.5,58
"		165",목포,2017.5.12,93.4,79
"		165",목포,2017.5.13,89,55
"		165",목포,2017.5.14,77.1,35
"		165",목포,2017.5.15,80.6,39
"		165",목포,2017.5.16,80.9,40
"		165",목포,2017.5.17,81.8,46
"		165",목포,2017.5.18,71.4,35
"		165",목포,2017.5.19,64.8,28
"		165",목포,2017.5.20,65.3,28
"		165",목포,2017.5.21,71.9,45
"		165",목포,2017.5.22,71.9,48
"		165",목포,2017.5.23,82.6,50
"		165",목포,2017.5.24,92.5,79
"		165",목포,2017.5.25,73.8,26
"		165",목포,2017.5.26,60.3,35
"		165",목포,2017.5.27,64.5,34
"		165",목포,2017.5.28,64.5,29
"		165",목포,2017.5.29,67.1,41
"		165",목포,2017.5.30,65.6,27
"		165",목포,2017.5.31,91.3,73
"		165",목포,2017.6.1,96.1,73
"		165",목포,2017.6.2,71.3,35
"		165",목포,2017.6.3,64.5,34
"		165",목포,2017.6.4,70.5,41
"		165",목포,2017.6.5,56.1,27
"		165",목포,2017.6.6,78.6,46
"		165",목포,2017.6.7,97.5,91
"		165",목포,2017.6.8,90,69
"		165",목포,2017.6.9,80.9,46
"		165",목포,2017.6.10,97.6,82
"		165",목포,2017.6.11,80.8,37
"		165",목포,2017.6.12,60.8,33
"		165",목포,2017.6.13,76.6,51
"		165",목포,2017.6.14,81.1,53
"		165",목포,2017.6.15,86.4,56
"		165",목포,2017.6.16,78.4,42
"		165",목포,2017.6.17,77.3,46
"		165",목포,2017.6.18,73.4,36
"		165",목포,2017.6.19,74.1,39
"		165",목포,2017.6.20,87.6,75
"		165",목포,2017.6.21,93.6,81
"		165",목포,2017.6.22,89.8,67
"		165",목포,2017.6.23,86.4,59
"		165",목포,2017.6.24,85.6,55
"		165",목포,2017.6.25,90.9,66
"		165",목포,2017.6.26,90.1,67
"		165",목포,2017.6.27,87.9,68
"		165",목포,2017.6.28,88.6,65
"		165",목포,2017.6.29,92.6,64
"		165",목포,2017.6.30,97,75
"		165",목포,2017.7.1,96.9,84
"		165",목포,2017.7.2,96.4,80
"		165",목포,2017.7.3,94.5,75
"		165",목포,2017.7.4,97.1,90
"		165",목포,2017.7.5,91.4,70
"		165",목포,2017.7.6,98,98
"		165",목포,2017.7.7,94.4,80
"		165",목포,2017.7.8,97.9,82
"		165",목포,2017.7.9,96.9,87
"		165",목포,2017.7.10,97.8,89
"		165",목포,2017.7.11,97.5,89
"		165",목포,2017.7.12,91.9,71
"		165",목포,2017.7.13,90.8,57
"		165",목포,2017.7.14,96.1,78
"		165",목포,2017.7.15,98,98
"		165",목포,2017.7.16,92.8,66
"		165",목포,2017.7.17,96.6,91
"		165",목포,2017.7.18,98,98
"		165",목포,2017.7.19,96,79
"		165",목포,2017.7.20,88.3,64
"		165",목포,2017.7.21,90,63
"		165",목포,2017.7.22,96.9,82
"		165",목포,2017.7.23,93.4,75
"		165",목포,2017.7.24,93.6,72
"		165",목포,2017.7.25,94.3,77
"		165",목포,2017.7.26,83.1,64
"		165",목포,2017.7.27,71.8,48
"		165",목포,2017.7.28,90.1,74
"		165",목포,2017.7.29,92.4,73
"		165",목포,2017.7.30,89.1,72
"		165",목포,2017.7.31,95.1,83
"		165",목포,2017.8.1,89.8,70
"		165",목포,2017.8.2,89.6,71
"		165",목포,2017.8.3,85.3,64
"		165",목포,2017.8.4,88.4,64
"		165",목포,2017.8.5,86.5,67
"		165",목포,2017.8.6,87.9,68
"		165",목포,2017.8.7,90.4,66
"		165",목포,2017.8.8,93,71
"		165",목포,2017.8.9,97.8,79
"		165",목포,2017.8.10,91.1,70
"		165",목포,2017.8.11,89.1,61
"		165",목포,2017.8.12,87.6,65
"		165",목포,2017.8.13,96,81
"		165",목포,2017.8.14,98,98
"		165",목포,2017.8.15,98,92
"		165",목포,2017.8.16,94,81
"		165",목포,2017.8.17,91.8,73
"		165",목포,2017.8.18,92.6,74
"		165",목포,2017.8.19,95.5,80
"		165",목포,2017.8.20,95,80
"		165",목포,2017.8.21,96,82
"		165",목포,2017.8.22,97,85
"		165",목포,2017.8.23,92.6,73
"		165",목포,2017.8.24,96,85
"		165",목포,2017.8.25,94.6,74
"		165",목포,2017.8.26,71.8,24
"		165",목포,2017.8.27,68.8,53
"		165",목포,2017.8.28,91.6,78
"		165",목포,2017.8.29,69.8,45
"		165",목포,2017.8.30,63.6,46
"		165",목포,2017.8.31,84.8,56
"		165",목포,2017.9.1,81.6,49
"		165",목포,2017.9.2,91.6,79
"		165",목포,2017.9.3,83.4,53
"		165",목포,2017.9.4,81.6,66
"		165",목포,2017.9.5,97.5,86
"		165",목포,2017.9.6,98,98
"		165",목포,2017.9.7,93.1,76
"		165",목포,2017.9.8,88.1,56
"		165",목포,2017.9.9,88.5,59
"		165",목포,2017.9.10,82.5,39
"		165",목포,2017.9.11,97.5,93
"		165",목포,2017.9.12,87.1,68
"		165",목포,2017.9.13,79.5,51
"		165",목포,2017.9.14,79.9,49
"		165",목포,2017.9.15,70.5,59
"		165",목포,2017.9.16,79,64
"		165",목포,2017.9.17,88.5,73
"		165",목포,2017.9.18,88.9,61
"		165",목포,2017.9.19,93.9,68
"		165",목포,2017.9.20,78,52
"		165",목포,2017.9.21,82.4,59
"		165",목포,2017.9.22,89.5,65
"		165",목포,2017.9.23,94.8,80
"		165",목포,2017.9.24,92,66
"		165",목포,2017.9.25,82.5,54
"		165",목포,2017.9.26,76.6,59
"		165",목포,2017.9.27,98,93
"		165",목포,2017.9.28,79.5,26
"		165",목포,2017.9.29,65.3,45
"		165",목포,2017.9.30,58.8,19
"		165",목포,2017.10.1,91.1,59
"		165",목포,2017.10.2,98,98
"		165",목포,2017.10.3,80.3,63
"		165",목포,2017.10.4,84.8,67
"		165",목포,2017.10.5,88.5,69
"		165",목포,2017.10.6,98,98
"		165",목포,2017.10.7,94,73
"		165",목포,2017.10.8,93.1,70
"		165",목포,2017.10.9,91.5,65
"		165",목포,2017.10.10,93.9,75
"		165",목포,2017.10.11,95.4,86
"		165",목포,2017.10.12,90.9,80
"		165",목포,2017.10.13,66.3,36
"		165",목포,2017.10.14,54.3,33
"		165",목포,2017.10.15,86.3,58
"		165",목포,2017.10.16,87.1,68
"		165",목포,2017.10.17,87.4,67
"		165",목포,2017.10.18,79.1,64
"		165",목포,2017.10.19,84.5,55
"		165",목포,2017.10.20,88.1,64
"		165",목포,2017.10.21,87.4,58
"		165",목포,2017.10.22,77.6,52
"		165",목포,2017.10.23,74.9,51
"		165",목포,2017.10.24,81.4,54
"		165",목포,2017.10.25,88.5,63
"		165",목포,2017.10.26,83.1,46
"		165",목포,2017.10.27,83.6,57
"		165",목포,2017.10.28,87.3,59
"		165",목포,2017.10.29,78.5,60
"		165",목포,2017.10.30,65.4,51
"		165",목포,2017.10.31,75.9,53
"		165",목포,2017.11.1,87.5,62
"		165",목포,2017.11.2,93.4,71
"		165",목포,2017.11.3,85.5,57
"		165",목포,2017.11.4,68.9,52
"		165",목포,2017.11.5,79.9,45
"		165",목포,2017.11.6,84.9,53
"		165",목포,2017.11.7,89.1,70
"		165",목포,2017.11.8,84.6,55
"		165",목포,2017.11.9,72.8,40
"		165",목포,2017.11.10,85,61
"		165",목포,2017.11.11,65.4,51
"		165",목포,2017.11.12,72.8,49
"		165",목포,2017.11.13,83.8,49
"		165",목포,2017.11.14,72.6,44
"		165",목포,2017.11.15,58.9,44
"		165",목포,2017.11.16,74,51
"		165",목포,2017.11.17,67.6,49
"		165",목포,2017.11.18,69.1,56
"		165",목포,2017.11.19,66.4,38
"		165",목포,2017.11.20,74.9,56
"		165",목포,2017.11.21,76.4,54
"		165",목포,2017.11.22,77.1,59
"		165",목포,2017.11.23,62.8,38
"		165",목포,2017.11.24,58.8,36
"		165",목포,2017.11.25,79.5,60
"		165",목포,2017.11.26,78.6,48
"		165",목포,2017.11.27,76.3,53
"		165",목포,2017.11.28,90.8,70
"		165",목포,2017.11.29,75.3,45
"		165",목포,2017.11.30,62.9,34
"		165",목포,2017.12.1,52.8,34
"		165",목포,2017.12.2,66.1,44
"		165",목포,2017.12.3,80.3,54
"		165",목포,2017.12.4,82.1,58
"		165",목포,2017.12.5,85.5,66
"		165",목포,2017.12.6,78.4,50
"		165",목포,2017.12.7,79,53
"		165",목포,2017.12.8,85.1,63
"		165",목포,2017.12.9,78.8,52
"		165",목포,2017.12.10,82.9,61
"		165",목포,2017.12.11,75.8,57
"		165",목포,2017.12.12,85.9,61
"		165",목포,2017.12.13,72.5,59
"		165",목포,2017.12.14,60.3,41
"		165",목포,2017.12.15,56.1,21
"		165",목포,2017.12.16,92.4,63
"		165",목포,2017.12.17,86.3,72
"		165",목포,2017.12.18,81,62
"		165",목포,2017.12.19,74.9,54
"		165",목포,2017.12.20,75.1,54
"		165",목포,2017.12.21,89.6,71
"		165",목포,2017.12.22,85.8,60
"		165",목포,2017.12.23,90.1,67
"		165",목포,2017.12.24,92.9,70
"		165",목포,2017.12.25,69.4,58
"		165",목포,2017.12.26,69.3,46
"		165",목포,2017.12.27,64.6,56
"		165",목포,2017.12.28,64,40
"		165",목포,2017.12.29,92,80
"		165",목포,2017.12.30,88.3,71
"		165",목포,2017.12.31,84.1,58
"		165",목포,2018.1.1,72.8,55
"		165",목포,2018.1.2,79,58
"		165",목포,2018.1.3,74.1,62
"		165",목포,2018.1.4,77.5,70
"		165",목포,2018.1.5,78.4,63
"		165",목포,2018.1.6,74.3,61
"		165",목포,2018.1.7,80.1,62
"		165",목포,2018.1.8,90.6,67
"		165",목포,2018.1.9,80.6,60
"		165",목포,2018.1.10,92.5,63
"		165",목포,2018.1.11,93,70
"		165",목포,2018.1.12,91.4,80
"		165",목포,2018.1.13,86.4,64
"		165",목포,2018.1.14,87,63
"		165",목포,2018.1.15,94.8,74
"		165",목포,2018.1.16,97.9,89
"		165",목포,2018.1.17,96.9,86
"		165",목포,2018.1.18,93,69
"		165",목포,2018.1.19,71.3,41
"		165",목포,2018.1.20,80.1,52
"		165",목포,2018.1.21,86.3,55
"		165",목포,2018.1.22,73.6,50
"		165",목포,2018.1.23,81.8,63
"		165",목포,2018.1.24,79.9,55
"		165",목포,2018.1.25,82.6,66
"		165",목포,2018.1.26,83.4,69
"		165",목포,2018.1.27,70.4,52
"		165",목포,2018.1.28,67.9,46
"		165",목포,2018.1.29,92.5,77
"		165",목포,2018.1.30,77.8,46
"		165",목포,2018.1.31,80.9,60
"		165",목포,2018.2.1,70.6,41
"		165",목포,2018.2.2,63.3,50
"		165",목포,2018.2.3,86.3,67
"		165",목포,2018.2.4,95.1,73
"		165",목포,2018.2.5,96.4,85
"		165",목포,2018.2.6,96.8,81
"		165",목포,2018.2.7,79.4,65
"		165",목포,2018.2.8,67.6,48
"		165",목포,2018.2.9,75.6,56
"		165",목포,2018.2.10,84.1,65
"		165",목포,2018.2.11,76.4,50
"		165",목포,2018.2.12,76.4,52
"		165",목포,2018.2.13,62,37
"		165",목포,2018.2.14,83.4,71
"		165",목포,2018.2.15,70.5,46
"		165",목포,2018.2.16,69.8,37
"		165",목포,2018.2.17,62.1,39
"		165",목포,2018.2.18,61.4,30
"		165",목포,2018.2.19,70.4,45
"		165",목포,2018.2.20,80.5,69
"		165",목포,2018.2.21,56,34
"		165",목포,2018.2.22,62.9,41
"		165",목포,2018.2.23,84.6,60
"		165",목포,2018.2.24,90.1,69
"		165",목포,2018.2.25,71.1,51
"		165",목포,2018.2.26,67.3,31
"		165",목포,2018.2.27,71.3,50
"		165",목포,2018.2.28,92.4,76
"		165",목포,2018.3.1,77.9,46
"		165",목포,2018.3.2,66.8,39
"		165",목포,2018.3.3,76.5,49
"		165",목포,2018.3.4,97.4,87
"		165",목포,2018.3.5,97.9,97
"		165",목포,2018.3.6,88.1,64
"		165",목포,2018.3.7,83.6,60
"		165",목포,2018.3.8,94.8,82
"		165",목포,2018.3.9,81.4,64
"		165",목포,2018.3.10,86.4,54
"		165",목포,2018.3.11,88.6,60
"		165",목포,2018.3.12,81,37
"		165",목포,2018.3.13,76.4,48
"		165",목포,2018.3.14,77.1,48
"		165",목포,2018.3.15,97.3,90
"		165",목포,2018.3.16,95.8,83
"		165",목포,2018.3.17,84.4,60
"		165",목포,2018.3.18,95.1,78
"		165",목포,2018.3.19,97,97
"		165",목포,2018.3.20,86.5,55
"		165",목포,2018.3.21,97.8,97
"		165",목포,2018.3.22,83.8,55
"		165",목포,2018.3.23,84,45
"		165",목포,2018.3.24,85.8,52
"		165",목포,2018.3.25,91.1,62
"		165",목포,2018.3.26,80.4,45
"		165",목포,2018.3.27,77.9,47
"		165",목포,2018.3.28,86.1,58
"		165",목포,2018.3.29,91.3,67
"		165",목포,2018.3.30,83.6,42
"		165",목포,2018.3.31,63.5,32
"		165",목포,2018.4.1,84.5,64
"		165",목포,2018.4.2,80.9,50
"		165",목포,2018.4.3,86.5,62
"		165",목포,2018.4.4,97,97
"		165",목포,2018.4.5,96.3,87
"		165",목포,2018.4.6,79,49
"		165",목포,2018.4.7,61.1,36
"		165",목포,2018.4.8,66.4,34
"		165",목포,2018.4.9,74.8,25
"		165",목포,2018.4.10,79.8,53
"		165",목포,2018.4.11,81.8,39
"		165",목포,2018.4.12,67.1,28
"		165",목포,2018.4.13,47,23
"		165",목포,2018.4.14,93.4,32
"		165",목포,2018.4.15,81.6,61
"		165",목포,2018.4.16,80.6,38
"		165",목포,2018.4.17,78.4,40
"		165",목포,2018.4.18,81,50
"		165",목포,2018.4.19,71.8,30
"		165",목포,2018.4.20,69.3,40
"		165",목포,2018.4.21,73,27
"		165",목포,2018.4.22,96.9,87
"		165",목포,2018.4.23,97,97
"		165",목포,2018.4.24,97,97
"		165",목포,2018.4.25,85.5,63
"		165",목포,2018.4.26,82.8,55
"		165",목포,2018.4.27,82.1,50
"		165",목포,2018.4.28,81.4,47
"		165",목포,2018.4.29,87.4,62
"		165",목포,2018.4.30,89.4,75
"		165",목포,2018.5.1,95.1,80
"		165",목포,2018.5.2,93.9,74
"		165",목포,2018.5.3,74.5,56
"		165",목포,2018.5.4,59.9,36
"		165",목포,2018.5.5,73.1,49
"		165",목포,2018.5.6,96.5,77
"		165",목포,2018.5.7,96,80
"		165",목포,2018.5.8,90.3,59
"		165",목포,2018.5.9,96.3,88
"		165",목포,2018.5.10,85.1,55
"		165",목포,2018.5.11,62.5,27
"		165",목포,2018.5.12,90.4,67
"		165",목포,2018.5.13,90.6,82
"		165",목포,2018.5.14,73,39
"		165",목포,2018.5.15,77.4,46
"		165",목포,2018.5.16,92,92
"		165",목포,2018.5.17,,92
"		165",목포,2018.5.18,,90
"		165",목포,2018.5.19,82.1,60
"		165",목포,2018.5.20,48.3,19
"		165",목포,2018.5.21,67.6,52
"		165",목포,2018.5.22,76.3,52
"		165",목포,2018.5.23,77.1,42
"		165",목포,2018.5.24,57.4,26
"		165",목포,2018.5.25,52.6,22
"		165",목포,2018.5.26,61.6,38
"		165",목포,2018.5.27,65.5,50
"		165",목포,2018.5.28,76.9,54
"		165",목포,2018.5.29,81.8,62
"		165",목포,2018.5.30,89.3,73
"		165",목포,2018.5.31,76.6,47
"		165",목포,2018.6.1,69.8,43
"		165",목포,2018.6.2,57.3,31
"		165",목포,2018.6.3,60.6,39
"		165",목포,2018.6.4,62,41
"		165",목포,2018.6.5,76.8,53
"		165",목포,2018.6.6,81.9,60
"		165",목포,2018.6.7,82.1,63
"		165",목포,2018.6.8,80.1,61
"		165",목포,2018.6.9,75.8,46
"		165",목포,2018.6.10,72.6,56
"		165",목포,2018.6.11,81.4,63
"		165",목포,2018.6.12,77.4,58
"		165",목포,2018.6.13,69.5,49
"		165",목포,2018.6.14,64,46
"		165",목포,2018.6.15,70,50
"		165",목포,2018.6.16,70.1,48
"		165",목포,2018.6.17,78.3,54
"		165",목포,2018.6.18,74,49
"		165",목포,2018.6.19,81,60
"		165",목포,2018.6.20,81.5,63
"		165",목포,2018.6.21,77.4,54
"		165",목포,2018.6.22,65.4,31
"		165",목포,2018.6.23,69.4,47
"		165",목포,2018.6.24,76.8,54
"		165",목포,2018.6.25,68.3,37
"		165",목포,2018.6.26,86.5,75
"		165",목포,2018.6.27,92.3,82
"		165",목포,2018.6.28,93.9,83
"		165",목포,2018.6.29,87.8,68
"		165",목포,2018.6.30,89.5,81
"		165",목포,2018.7.1,87.1,76
"		165",목포,2018.7.2,80.8,66
"		165",목포,2018.7.3,75.1,59
"		165",목포,2018.7.4,84.3,67
"		165",목포,2018.7.5,89.1,73
"		165",목포,2018.7.6,79.5,68
"		165",목포,2018.7.7,74.4,57
"		165",목포,2018.7.8,71,58
"		165",목포,2018.7.9,82.8,71
"		165",목포,2018.7.10,75.6,65
