조건별분석,,,,,
[검색조건],,,,,
,분류: 지상,,,,
,요소 : 강수량,,,,
,검색구분 : 일,,,,
,지역/지점명 : 목포,,,,
,기간 : 2011 ~ 2021년 01 ~ 12월 01 ~ 31일,,,,
,,,,,
,,,,,
"	165",목포,2012.7.22,,,
"	165",목포,2012.7.23,,,
"	165",목포,2012.7.24,,,
"	165",목포,2012.7.25,,,
"	165",목포,2012.7.26,,,
"	165",목포,2012.7.27,,,
"	165",목포,2012.7.28,,,
"	165",목포,2012.7.29,,,
"	165",목포,2012.7.30,,,
"	165",목포,2012.7.31,,,
"	165",목포,2012.8.1,,,
"	165",목포,2012.8.2,0,0,
"	165",목포,2012.8.3,,,
"	165",목포,2012.8.4,,,
"	165",목포,2012.8.5,,,
"	165",목포,2012.8.6,0,0,
"	165",목포,2012.8.7,,,
"	165",목포,2012.8.8,,,
"	165",목포,2012.8.9,,,
"	165",목포,2012.8.10,18.2,10.9,13:26
"	165",목포,2012.8.11,0,0,
"	165",목포,2012.8.12,,,
"	165",목포,2012.8.13,7.2,2.9,12:20
"	165",목포,2012.8.14,,,
"	165",목포,2012.8.15,1.2,0.8,23:30
"	165",목포,2012.8.16,46.9,21.6,2:19
"	165",목포,2012.8.17,2.7,1.8,1:05
"	165",목포,2012.8.18,,,
"	165",목포,2012.8.19,,,
"	165",목포,2012.8.20,0,0,
"	165",목포,2012.8.21,,,
"	165",목포,2012.8.22,31.1,16.3,8:43
"	165",목포,2012.8.23,0.8,0.7,23:30
"	165",목포,2012.8.24,51.3,11.1,12:46
"	165",목포,2012.8.25,0.1,0.1,
"	165",목포,2012.8.26,,,
"	165",목포,2012.8.27,5.4,7.1,23:23
"	165",목포,2012.8.28,97.4,17.2,4:14
"	165",목포,2012.8.29,8.2,4.1,21:09
"	165",목포,2012.8.30,172.9,39.4,9:14
"	165",목포,2012.8.31,,,
"	165",목포,2012.9.1,,,
"	165",목포,2012.9.2,,,
"	165",목포,2012.9.3,,,
"	165",목포,2012.9.4,17.4,10.9,20:36
"	165",목포,2012.9.5,3.5,2.6,0:30
"	165",목포,2012.9.6,,,
"	165",목포,2012.9.7,20.8,10.1,23:01
"	165",목포,2012.9.8,31.4,28.9,0:01
"	165",목포,2012.9.9,12.2,3.7,12:49
"	165",목포,2012.9.10,4.9,2.4,1:34
"	165",목포,2012.9.11,0,0,
"	165",목포,2012.9.12,0,0,
"	165",목포,2012.9.13,4.1,1.3,15:07
"	165",목포,2012.9.14,0.2,0.1,
"	165",목포,2012.9.15,,,
"	165",목포,2012.9.16,41.1,8,4:28
"	165",목포,2012.9.17,123.7,26.7,11:18
"	165",목포,2012.9.18,0,0,
"	165",목포,2012.9.19,,,
"	165",목포,2012.9.20,,,
"	165",목포,2012.9.21,,,
"	165",목포,2012.9.22,,,
"	165",목포,2012.9.23,,,
"	165",목포,2012.9.24,,,
"	165",목포,2012.9.25,,,
"	165",목포,2012.9.26,,,
"	165",목포,2012.9.27,,,
"	165",목포,2012.9.28,,,
"	165",목포,2012.9.29,0,0,
"	165",목포,2012.9.30,0,0,
"	165",목포,2012.10.1,1.3,1.2,8:56
"	165",목포,2012.10.2,,,
"	165",목포,2012.10.3,,,
"	165",목포,2012.10.4,,,
"	165",목포,2012.10.5,,,
"	165",목포,2012.10.6,,,
"	165",목포,2012.10.7,,,
"	165",목포,2012.10.8,,,
"	165",목포,2012.10.9,,,
"	165",목포,2012.10.10,,,
"	165",목포,2012.10.11,,,
"	165",목포,2012.10.12,,,
"	165",목포,2012.10.13,,,
"	165",목포,2012.10.14,,,
"	165",목포,2012.10.15,,,
"	165",목포,2012.10.16,,,
"	165",목포,2012.10.17,0.9,0.5,9:18
"	165",목포,2012.10.18,,,
"	165",목포,2012.10.19,,,
"	165",목포,2012.10.20,,,
"	165",목포,2012.10.21,,,
"	165",목포,2012.10.22,44,20.2,12:54
"	165",목포,2012.10.23,,,
"	165",목포,2012.10.24,,,
"	165",목포,2012.10.25,,,
"	165",목포,2012.10.26,0,0,
"	165",목포,2012.10.27,17.5,8.1,13:02
"	165",목포,2012.10.28,,,
"	165",목포,2012.10.29,,,
"	165",목포,2012.10.30,,,
"	165",목포,2012.10.31,2.2,2.2,18:46
"	165",목포,2012.11.1,0,,
"	165",목포,2012.11.2,,,
"	165",목포,2012.11.3,,,
"	165",목포,2012.11.4,5.4,,
"	165",목포,2012.11.5,0,,
"	165",목포,2012.11.6,1.8,,
"	165",목포,2012.11.7,,,
"	165",목포,2012.11.8,,,
"	165",목포,2012.11.9,,,
"	165",목포,2012.11.10,8.5,,
"	165",목포,2012.11.11,1.9,,
"	165",목포,2012.11.12,,,
"	165",목포,2012.11.13,4.1,,
"	165",목포,2012.11.14,3.3,,
"	165",목포,2012.11.15,0,,
"	165",목포,2012.11.16,8.6,,
"	165",목포,2012.11.17,6.7,,
"	165",목포,2012.11.18,,,
"	165",목포,2012.11.19,0,,
"	165",목포,2012.11.20,,,
"	165",목포,2012.11.21,,,
"	165",목포,2012.11.22,,,
